event2_sent_id	event2_index	event2_word	event2_id
A029n_PN4g_00002-4	15	検索	e1
A029n_PN4g_00002-4	21	面白い	e2
A029n_PN4g_00002-4	28	見つけ	e3
A029n_PN4g_00002-6	9	にぎわう	e4
A029n_PN4g_00002-6	25	紹介	e5
A029n_PN4g_00002-8	6	開設	e6
A029n_PN4g_00002-9	25	向い	e7
A029n_PN4g_00002-9	30	語る	e8
A029n_PN4g_00002-10	5	紹介	e9
A029n_PN4g_00002-10	11	開い	e10
A029n_PN4g_00002-10	22	大きく	e11
A029n_PN4g_00002-10	27	紹介	e12
A029n_PN4g_00002-10	31	増やし	e13
A029n_PN4g_00002-10	34	いう	e14
A029n_PN4g_00002-11	5	聴い	e15
A029n_PN4g_00002-12	10	深める	e16
A029n_PN4g_00002-12	15	なる	e17
A029n_PN4g_00002-13	3	見	e18
A029n_PN4g_00002-13	7	訪れ	e19
A029n_PN4g_00002-13	17	楽しみ	e20
A029n_PN4g_00002-13	21	出かける	e21
A029n_PN4g_00002-14	5	とどまら	e22
A029n_PN4g_00002-14	8	気軽	e23
A029n_PN4g_00002-14	12	合わせ	e24
A029n_PN4g_00002-14	17	ある	e25
A029n_PN4g_00002-15	14	紹介	e26
A029n_PN4g_00002-15	18	作っ	e27
A029n_PN4g_00002-16	4	し	e28
A029n_PN4g_00002-16	8	ない	e29
A029n_PN4g_00002-16	17	残る	e30
A029n_PN4g_00002-17	14	多く	e31
A029n_PN4g_00002-17	16	心理	e32
A029n_PN4g_00002-17	20	近い	e33
A029n_PN4g_00002-18	16	感じ	e34
A029n_PN4g_00002-19	15	回り	e35
A029n_PN4g_00002-19	19	出会っ	e36
A029n_PN4g_00002-19	29	驚い	e37
A029n_PN4g_00002-20	14	聴い	e38
A029n_PN4g_00002-21	7	言っ	e39
A029n_PN4g_00002-22	9	売れ	e40
A029n_PN4g_00002-24	1	けた違い	e41
A029n_PN4g_00002-25	11	し	e42
A029n_PN4g_00002-26	7	弾み	e43
A029n_PN4g_00002-27	2	巨額	e44
A029n_PN4g_00002-27	7	頼る	e45
A029n_PN4g_00002-27	24	広める	e46
A029n_PN4g_00002-27	27	ある	e47
A029n_PN4g_00002-28	6	強く	e48
A029n_PN4g_00002-28	7	する	e49
A029n_PN4g_00002-29	30	明確	e50
A029n_PN4g_00002-30	6	向け	e51
A029n_PN4g_00002-30	14	置く	e52
A029n_PN4g_00002-30	17	ない	e53
A029n_PN4g_00002-31	19	開設	e54
A029n_PN4g_00002-32	20	ヒット	e55
A029n_PN4g_00002-33	20	歌う	e56
A029n_PN4g_00002-34	10	レコーディング	e57
A029n_PN4g_00002-35	4	認め	e58
A029n_PN4g_00002-35	11	売れる	e59
A029n_PN4g_00002-35	14	誕生	e60
A029n_PN4g_00002-35	17	思う	e61
A029n_PN4g_00002-36	3	経由	e62
A029n_PN4g_00002-36	7	ない	e63
A029n_PN4g_00002-37	10	問いかける	e64
A029n_PN4g_00002-39	7	歌っ	e65
A029n_PN4g_00002-42	6	チェック	e66
A029n_PN4g_00002-43	4	アレンジ	e67
A029n_PN4g_00002-43	9	見	e68
A029n_PN4g_00002-43	11	歌う	e69
A029n_PN4g_00002-44	20	お	e70
A029n_PN4g_00002-45	11	住所	e71
A029n_PN4g_00002-49	6	多彩	e72
A029n_PN4g_00002-51	36	開か	e73
A029n_PN4g_00002-52	1	カラフル	e74
A029n_PN4g_00002-52	5	使っ	e75
A029n_PN4g_00002-52	18	意欲	e76
A029n_PN4g_00002-52	24	なっ	e77
A029n_PN4g_00002-54	14	ない	e78
A029n_PN4g_00002-54	17	振り	e79
A029n_PN4g_00002-54	24	求め	e80
A029n_PN4g_00002-54	39	込め	e81
A029n_PN4g_00002-54	41	発足	e82
A029n_PN4g_00002-55	12	受賞	e83
A029n_PN4g_00002-55	22	追求	e84
A029n_PN4g_00002-55	34	淡い	e85
A029n_PN4g_00002-55	38	取り組む	e86
A029n_PN4g_00002-55	47	あしらい	e87
A029n_PN4g_00002-55	53	込める	e88
