event2_sent_id	event2_index	event2_word	event2_id
A051n_PN2d_00004-3	8	終わら	e1
A051n_PN2d_00004-4	2	青い	e2
A051n_PN2d_00004-4	5	点滅	e3
A051n_PN2d_00004-4	13	続く	e4
A051n_PN2d_00004-5	3	ない	e5
A051n_PN2d_00004-6	3	高い	e6
A051n_PN2d_00004-6	6	受け	e7
A051n_PN2d_00004-6	21	語りかけ	e8
A051n_PN2d_00004-7	13	注目	e9
A051n_PN2d_00004-7	19	いう	e10
A051n_PN2d_00004-10	4	なく	e11
A051n_PN2d_00004-10	12	スタート	e12
A051n_PN2d_00004-11	25	使っ	e13
A051n_PN2d_00004-11	30	点滅	e14
A051n_PN2d_00004-11	35	設置	e15
A051n_PN2d_00004-12	12	入る	e16
A051n_PN2d_00004-12	23	設け	e17
A051n_PN2d_00004-12	33	刻む	e18
A051n_PN2d_00004-12	40	配置	e19
A051n_PN2d_00004-13	7	得	e20
A051n_PN2d_00004-13	9	完成	e21
A051n_PN2d_00004-14	10	渡し	e22
A051n_PN2d_00004-14	15	刻む	e23
A051n_PN2d_00004-14	19	設定	e24
A051n_PN2d_00004-14	26	流れる	e25
A051n_PN2d_00004-14	29	考え	e26
A051n_PN2d_00004-15	7	共有	e27
A051n_PN2d_00004-15	11	考える	e28
A051n_PN2d_00004-17	6	創作	e29
A051n_PN2d_00004-18	8	置か	e30
A051n_PN2d_00004-18	13	必要	e31
A051n_PN2d_00004-20	23	作り	e32
A051n_PN2d_00004-21	15	設定	e33
A051n_PN2d_00004-21	21	設け	e34
A051n_PN2d_00004-22	13	なかっ	e35
A051n_PN2d_00004-22	18	訪れ	e36
A051n_PN2d_00004-22	20	若い	e37
A051n_PN2d_00004-22	27	くつろい	e38
A051n_PN2d_00004-22	33	始まり	e39
A051n_PN2d_00004-23	14	超え	e40
A051n_PN2d_00004-23	16	交流	e41
A051n_PN2d_00004-23	19	美しい	e42
A051n_PN2d_00004-23	22	図れる	e43
A051n_PN2d_00004-23	29	考え	e44
A051n_PN2d_00004-24	4	使う	e45
A051n_PN2d_00004-24	7	世界	e46
A051n_PN2d_00004-25	6	変化	e47
A051n_PN2d_00004-25	15	続く	e48
A051n_PN2d_00004-25	25	結ぶ	e49
A051n_PN2d_00004-25	37	込め	e50
A051n_PN2d_00004-27	4	カウント	e51
A051n_PN2d_00004-27	15	表現	e52
A051n_PN2d_00004-28	1	使う	e53
A051n_PN2d_00004-29	3	使わ	e54
A051n_PN2d_00004-29	14	漂っ	e55
A051n_PN2d_00004-29	19	思う	e56
A051n_PN2d_00004-30	5	難しい	e57
A051n_PN2d_00004-30	8	言わ	e58
A051n_PN2d_00004-31	3	理解	e59
A051n_PN2d_00004-31	8	分かろう	e60
A051n_PN2d_00004-31	12	考え	e61
A051n_PN2d_00004-31	18	思う	e62
A051n_PN2d_00004-32	1	不可解	e63
A051n_PN2d_00004-32	5	あっ	e64
A051n_PN2d_00004-32	7	いい	e65
A051n_PN2d_00004-33	6	分から	e66
A051n_PN2d_00004-33	11	好き	e67
A051n_PN2d_00004-34	3	いい	e68
A051n_PN2d_00004-35	4	楽しん	e69
A051n_PN2d_00004-35	6	作っ	e70
A051n_PN2d_00004-35	13	見る	e71
A051n_PN2d_00004-35	17	楽しん	e72
A051n_PN2d_00004-36	8	かけ	e73
A051n_PN2d_00004-36	16	決まっ	e74
A051n_PN2d_00004-39	7	開か	e75
A051n_PN2d_00004-39	21	使っ	e76
A051n_PN2d_00004-40	1	国際	e77
A051n_PN2d_00004-40	6	受け	e78
A051n_PN2d_00004-45	2	誘う	e79
A051n_PN2d_00004-46	14	点滅	e80
A051n_PN2d_00004-46	25	出合っ	e81
A051n_PN2d_00004-47	4	すれ違える	e82
A051n_PN2d_00004-47	8	細く	e83
A051n_PN2d_00004-47	10	暗く	e84
A051n_PN2d_00004-47	11	長い	e85
A051n_PN2d_00004-48	6	通り抜ける	e86
A051n_PN2d_00004-49	1	赤い	e87
A051n_PN2d_00004-49	6	浴び	e88
A051n_PN2d_00004-50	2	歩く	e89
A051n_PN2d_00004-50	12	歩く	e90
A051n_PN2d_00004-50	15	無	e91
A051n_PN2d_00004-50	18	合わせ	e92
A051n_PN2d_00004-50	23	気づい	e93
A051n_PN2d_00004-52	3	カチカチ	e94
A051n_PN2d_00004-52	7	刻む	e95
A051n_PN2d_00004-52	10	聴い	e96
A051n_PN2d_00004-52	16	覚え	e97
A051n_PN2d_00004-52	25	ない	e98
A051n_PN2d_00004-53	5	はまっ	e99
A051n_PN2d_00004-54	12	宣告	e100
A051n_PN2d_00004-54	20	やわらげる	e101
A051n_PN2d_00004-54	23	ある	e102
A051n_PN2d_00004-54	26	注目	e103
A051n_PN2d_00004-55	6	使っ	e104
A051n_PN2d_00004-55	10	仕上げる	e105
A051n_PN2d_00004-55	20	夢中	e106
A051n_PN2d_00004-55	22	なっ	e107
A051n_PN2d_00004-55	30	解放	e108
A051n_PN2d_00004-55	34	いう	e109
A051n_PN2d_00004-56	5	見立て	e110
A051n_PN2d_00004-56	10	し	e111
A051n_PN2d_00004-56	13	配置	e112
A051n_PN2d_00004-57	4	いい	e113
A051n_PN2d_00004-57	7	目指そう	e114
A051n_PN2d_00004-58	8	使う	e115
A051n_PN2d_00004-59	1	薄暗かっ	e116
A051n_PN2d_00004-59	6	違い	e117
A051n_PN2d_00004-59	8	明るい	e118
A051n_PN2d_00004-59	14	怖	e119
A051n_PN2d_00004-59	18	鑑賞	e120
A051n_PN2d_00004-60	8	写る	e121
A051n_PN2d_00004-61	4	多彩	e122
A051n_PN2d_00004-61	6	なっ	e123
