event2_sent_id	event2_index	event2_word	event2_id
A030n_PN5a_00002-10	9	卒業	e1
A030n_PN5a_00002-10	30	精妙	e2
A030n_PN5a_00002-10	34	歌う	e3
A030n_PN5a_00002-14	9	下ろす	e4
A030n_PN5a_00002-14	17	惜しむ	e5
A030n_PN5a_00002-15	19	題し	e6
A030n_PN5a_00002-15	35	出演	e7
A030n_PN5a_00002-19	15	募集	e8
A030n_PN5a_00002-20	10	上演	e9
A030n_PN5a_00002-22	3	自由	e10
A030n_PN5a_00002-22	11	限る	e11
A030n_PN5a_00002-26	11	発表	e12
A030n_PN5a_00002-31	37	見せる	e13
A030n_PN5a_00002-37	3	行っ	e14
A030n_PN5a_00002-38	19	あっ	e15
A030n_PN5a_00002-39	11	する	e16
A030n_PN5a_00002-39	14	少なく	e17
A030n_PN5a_00002-39	15	なっ	e18
A030n_PN5a_00002-40	17	なっ	e19
A030n_PN5a_00002-40	31	なっ	e20
A030n_PN5a_00002-40	36	見える	e21
A030n_PN5a_00002-41	14	囲ま	e22
A030n_PN5a_00002-41	23	あふれ	e23
A030n_PN5a_00002-41	26	普通	e24
A030n_PN5a_00002-41	29	見過ごし	e25
A030n_PN5a_00002-41	59	活動	e26
A030n_PN5a_00002-42	36	乗り出し	e27
A030n_PN5a_00002-43	8	敷い	e28
A030n_PN5a_00002-43	14	分別	e29
A030n_PN5a_00002-43	29	リサイクル	e30
A030n_PN5a_00002-43	33	確立	e31
A030n_PN5a_00002-44	4	開発	e32
A030n_PN5a_00002-44	17	見	e33
A030n_PN5a_00002-44	25	痛感	e34
A030n_PN5a_00002-45	6	組ん	e35
A030n_PN5a_00002-45	22	利用	e36
A030n_PN5a_00002-46	23	励まさ	e37
A030n_PN5a_00002-46	31	持っ	e38
A030n_PN5a_00002-46	33	取り組ん	e39
A030n_PN5a_00002-47	2	し	e40
A030n_PN5a_00002-47	9	積み重ね	e41
A030n_PN5a_00002-47	19	し	e42
A030n_PN5a_00002-47	22	可能	e43
A030n_PN5a_00002-47	27	いう	e44
A030n_PN5a_00002-48	8	取り	e45
A030n_PN5a_00002-49	11	積極	e46
A030n_PN5a_00002-49	14	支援	e47
A030n_PN5a_00002-49	18	重要	e48
A030n_PN5a_00002-50	10	負う	e49
A030n_PN5a_00002-50	13	大きい	e50
A030n_PN5a_00002-51	13	働い	e51
A030n_PN5a_00002-51	20	多い	e52
A030n_PN5a_00002-52	10	し	e53
A030n_PN5a_00002-52	22	傾ける	e54
A030n_PN5a_00002-53	12	なれる	e55
A030n_PN5a_00002-53	15	する	e56
A030n_PN5a_00002-53	34	はるか	e57
A030n_PN5a_00002-53	39	高い	e58
A030n_PN5a_00002-54	1	不用	e59
A030n_PN5a_00002-54	5	減らす	e60
A030n_PN5a_00002-54	9	貢献	e61
A030n_PN5a_00002-54	18	急が	e62
A030n_PN5a_00002-56	3	受け	e63
A030n_PN5a_00002-58	5	嫌気	e64
A030n_PN5a_00002-58	8	安く	e65
A030n_PN5a_00002-58	9	始まっ	e66
A030n_PN5a_00002-59	14	与える	e67
A030n_PN5a_00002-59	17	見極めよう	e68
A030n_PN5a_00002-59	19	する	e69
A030n_PN5a_00002-59	22	強い	e70
A030n_PN5a_00002-59	28	急速	e71
A030n_PN5a_00002-59	34	振れ	e72
A030n_PN5a_00002-59	52	なり	e73
A030n_PN5a_00002-59	54	続落	e74
A030n_PN5a_00002-61	22	開業	e75
