event_sent_id	event_index	event_word	event_id
A007n_PN3g_00001-1	3	受ける	e1
A007n_PN3g_00001-3	19	実施	e2
A007n_PN3g_00001-4	8	受ける	e3
A007n_PN3g_00001-4	17	し	e4
A007n_PN3g_00001-5	10	迎え	e5
A007n_PN3g_00001-6	1	検討	e6
A007n_PN3g_00001-6	8	多い	e7
A007n_PN3g_00001-6	19	選ば	e8
A007n_PN3g_00001-6	25	協力	e9
A007n_PN3g_00001-6	35	行う	e10
A007n_PN3g_00001-6	51	いえ	e11
A007n_PN3g_00001-7	26	実施	e12
A007n_PN3g_00001-7	39	期待	e13
A007n_PN3g_00001-7	46	円滑	e14
A007n_PN3g_00001-7	48	運営	e15
A007n_PN3g_00001-7	57	感じる	e16
A007n_PN3g_00001-7	68	議論	e17
A007n_PN3g_00001-7	72	浮上	e18
A007n_PN3g_00001-7	85	考える	e19
A007n_PN3g_00001-7	92	質問	e20
A007n_PN3g_00001-12	5	経	e21
A007n_PN3g_00001-15	8	正常	e22
A007n_PN3g_00001-15	10	動い	e23
A007n_PN3g_00001-15	21	取り残さ	e24
A007n_PN3g_00001-15	30	救済	e25
A007n_PN3g_00001-15	36	果たす	e26
A007n_PN3g_00001-16	8	感じ	e27
A007n_PN3g_00001-17	7	冷静	e28
A007n_PN3g_00001-17	13	当たれ	e29
A007n_PN3g_00001-18	10	足り	e30
A007n_PN3g_00001-19	14	控える	e31
A007n_PN3g_00001-21	14	する	e32
A007n_PN3g_00001-21	21	判断	e33
A007n_PN3g_00001-22	13	不	e34
A007n_PN3g_00001-22	16	し	e35
A007n_PN3g_00001-22	31	全体	e36
A007n_PN3g_00001-22	36	評価	e37
A007n_PN3g_00001-22	41	ない	e38
A007n_PN3g_00001-26	8	経	e39
A007n_PN3g_00001-29	5	適正	e40
A007n_PN3g_00001-29	7	迅速	e41
A007n_PN3g_00001-30	8	傾け	e42
A007n_PN3g_00001-30	15	取り上げる	e43
A007n_PN3g_00001-30	19	冷静	e44
A007n_PN3g_00001-30	21	公正	e45
A007n_PN3g_00001-30	23	迅速	e46
A007n_PN3g_00001-30	31	判断	e47
A007n_PN3g_00001-31	7	合わせ	e48
A007n_PN3g_00001-31	9	適正	e49
A007n_PN3g_00001-31	11	迅速	e50
A007n_PN3g_00001-31	18	努め	e51
A007n_PN3g_00001-32	6	なる	e52
A007n_PN3g_00001-32	12	かける	e53
A007n_PN3g_00001-32	18	受け入れ	e54
A007n_PN3g_00001-32	26	不安	e55
A007n_PN3g_00001-33	4	重要	e56
A007n_PN3g_00001-34	5	深め	e57
A007n_PN3g_00001-34	9	期待	e58
A007n_PN3g_00001-36	20	泳ぐ	e59
A007n_PN3g_00001-36	27	認め	e60
A007n_PN3g_00001-36	54	し	e61
A007n_PN3g_00001-40	6	経	e62
A007n_PN3g_00001-43	8	自覚	e63
A007n_PN3g_00001-43	20	傾け	e64
A007n_PN3g_00001-43	23	普遍	e65
A007n_PN3g_00001-43	28	かなっ	e66
A007n_PN3g_00001-43	30	適正	e67
A007n_PN3g_00001-43	32	妥当	e68
A007n_PN3g_00001-43	36	行う	e69
A007n_PN3g_00001-43	38	努める	e70
A007n_PN3g_00001-44	12	なる	e71
A007n_PN3g_00001-44	19	得	e72
A007n_PN3g_00001-45	5	できる	e73
A007n_PN3g_00001-45	7	少なく	e74
A007n_PN3g_00001-45	8	する	e75
A007n_PN3g_00001-45	10	工夫	e76
A007n_PN3g_00001-45	13	参加	e77
A007n_PN3g_00001-45	18	する	e78
A007n_PN3g_00001-46	15	差し控える	e79
A007n_PN3g_00001-49	4	締結	e80
A007n_PN3g_00001-49	20	否定	e81
A007n_PN3g_00001-49	43	超えれ	e82
A007n_PN3g_00001-49	47	し	e83
A007n_PN3g_00001-53	8	経	e84
A007n_PN3g_00001-56	8	比べ	e85
A007n_PN3g_00001-56	11	至ら	e86
A007n_PN3g_00001-56	17	銘じ	e87
A007n_PN3g_00001-56	19	適正	e88
A007n_PN3g_00001-56	21	迅速	e89
A007n_PN3g_00001-56	30	尽くす	e90
A007n_PN3g_00001-57	7	尊重	e91
A007n_PN3g_00001-57	10	自由	e92
A007n_PN3g_00001-57	13	徹底	e93
A007n_PN3g_00001-57	18	尽くし	e94
A007n_PN3g_00001-57	20	適正	e95
A007n_PN3g_00001-57	21	妥当	e96
A007n_PN3g_00001-57	25	達する	e97
A007n_PN3g_00001-57	29	期待	e98
A007n_PN3g_00001-58	8	なら	e99
A007n_PN3g_00001-58	15	分かり	e100
A007n_PN3g_00001-58	19	速やか	e101
A007n_PN3g_00001-58	23	変え	e102
A007n_PN3g_00001-58	28	ある	e103
A007n_PN3g_00001-59	8	検討	e104
A007n_PN3g_00001-59	12	ある	e105
A007n_PN3g_00001-60	11	考慮	e106
A007n_PN3g_00001-60	14	慎重	e107
A007n_PN3g_00001-60	16	決める	e108
A007n_PN3g_00001-62	19	濃い	e109
A007n_PN3g_00001-63	6	争わ	e110
A007n_PN3g_00001-63	20	し	e111
A007n_PN3g_00001-67	9	経	e112
