event_sent_id	event_index	event_word	event_id
A028n_PN4c_00002-3	2	焦っ	e1
A028n_PN4c_00002-3	7	待っ	e2
A028n_PN4c_00002-4	27	据え置く	e3
A028n_PN4c_00002-4	36	段階	e4
A028n_PN4c_00002-4	39	縮小	e5
A028n_PN4c_00002-4	43	打ち出さ	e6
A028n_PN4c_00002-5	13	違う	e7
A028n_PN4c_00002-5	16	検証	e8
A028n_PN4c_00002-7	13	入居	e9
A028n_PN4c_00002-7	25	する	e10
A028n_PN4c_00002-7	41	控除	e11
A028n_PN4c_00002-8	11	抱え	e12
A028n_PN4c_00002-8	13	続け	e13
A028n_PN4c_00002-8	33	なる	e14
A028n_PN4c_00002-9	13	なる	e15
A028n_PN4c_00002-9	23	引き下げ	e16
A028n_PN4c_00002-9	33	適用	e17
A028n_PN4c_00002-9	58	下がる	e18
A028n_PN4c_00002-10	39	減る	e19
A028n_PN4c_00002-11	25	減り	e20
A028n_PN4c_00002-11	47	なる	e21
A028n_PN4c_00002-13	23	変わっ	e22
A028n_PN4c_00002-14	5	借入れ	e23
A028n_PN4c_00002-14	15	返済	e24
A028n_PN4c_00002-14	28	比較	e25
A028n_PN4c_00002-15	14	なる	e26
A028n_PN4c_00002-15	29	なる	e27
A028n_PN4c_00002-15	36	いえ	e28
A028n_PN4c_00002-15	45	相当	e29
A028n_PN4c_00002-16	19	少なく	e30
A028n_PN4c_00002-16	20	なる	e31
A028n_PN4c_00002-17	16	少なく	e32
A028n_PN4c_00002-17	17	なる	e33
A028n_PN4c_00002-17	21	小さく	e34
A028n_PN4c_00002-17	22	なる	e35
A028n_PN4c_00002-18	30	同じ	e36
A028n_PN4c_00002-18	44	なる	e37
A028n_PN4c_00002-20	12	詳しく	e38
A028n_PN4c_00002-20	13	見	e39
A028n_PN4c_00002-21	7	借り入れ	e40
A028n_PN4c_00002-21	13	違う	e41
A028n_PN4c_00002-21	65	なる	e42
A028n_PN4c_00002-23	19	簡単	e43
A028n_PN4c_00002-23	21	生まれる	e44
A028n_PN4c_00002-25	8	上昇	e45
A028n_PN4c_00002-25	21	増え	e46
A028n_PN4c_00002-25	25	大きく	e47
A028n_PN4c_00002-25	34	続い	e48
A028n_PN4c_00002-26	8	向け	e49
A028n_PN4c_00002-26	13	入居	e50
A028n_PN4c_00002-26	19	焦る	e51
A028n_PN4c_00002-26	22	乏しい	e52
A028n_PN4c_00002-27	4	注意	e53
A028n_PN4c_00002-27	8	慎重	e54
A028n_PN4c_00002-27	15	判断	e55
A028n_PN4c_00002-31	4	組ん	e56
A028n_PN4c_00002-31	8	購入	e57
A028n_PN4c_00002-31	36	ある	e58
A028n_PN4c_00002-32	8	最高	e59
A028n_PN4c_00002-32	25	縮小	e60
A028n_PN4c_00002-32	36	なくなる	e61
A028n_PN4c_00002-32	60	延長	e62
A028n_PN4c_00002-32	71	段階	e63
A028n_PN4c_00002-32	74	縮小	e64
A028n_PN4c_00002-32	78	打ち出さ	e65
A028n_PN4c_00002-35	15	据え	e66
A028n_PN4c_00002-35	29	発売	e67
A028n_PN4c_00002-36	11	新規	e68
A028n_PN4c_00002-37	10	対応	e69
A028n_PN4c_00002-37	57	ある	e70
A028n_PN4c_00002-38	8	なっ	e71
A028n_PN4c_00002-38	18	免除	e72
A028n_PN4c_00002-40	5	応じ	e73
A028n_PN4c_00002-40	14	出る	e74
A028n_PN4c_00002-43	6	応える	e75
A028n_PN4c_00002-44	28	流す	e76
A028n_PN4c_00002-45	26	しのぐ	e77
A028n_PN4c_00002-46	12	低い	e78
A028n_PN4c_00002-46	17	努め	e79
A028n_PN4c_00002-46	23	ある	e80
