event_sent_id	event_index	event_word	event_id
A025n_PN3c_00002-5	6	歴訪	e1
A025n_PN3c_00002-5	24	受け	e2
A025n_PN3c_00002-5	41	取り付け	e3
A025n_PN3c_00002-5	55	得る	e4
A025n_PN3c_00002-5	58	あげ	e5
A025n_PN3c_00002-6	6	反対	e6
A025n_PN3c_00002-6	15	前向き	e7
A025n_PN3c_00002-6	19	引き出し	e8
A025n_PN3c_00002-6	23	大きい	e9
A025n_PN3c_00002-7	5	歩み寄っ	e10
A025n_PN3c_00002-7	23	再	e11
A025n_PN3c_00002-7	28	し	e12
A025n_PN3c_00002-8	25	向け	e13
A025n_PN3c_00002-8	32	役立つ	e14
A025n_PN3c_00002-8	35	述べ	e15
A025n_PN3c_00002-8	45	組ん	e16
A025n_PN3c_00002-8	55	積極	e17
A025n_PN3c_00002-8	62	整っ	e18
A025n_PN3c_00002-8	68	強調	e19
A025n_PN3c_00002-9	21	リンク	e20
A025n_PN3c_00002-9	32	取り組む	e21
A025n_PN3c_00002-9	35	し	e22
A025n_PN3c_00002-9	39	働く	e23
A025n_PN3c_00002-10	7	歓迎	e24
A025n_PN3c_00002-10	18	協議	e25
A025n_PN3c_00002-10	33	構成	e26
A025n_PN3c_00002-10	52	念押し	e27
A025n_PN3c_00002-13	27	借り	e28
A025n_PN3c_00002-14	9	上る	e29
A025n_PN3c_00002-16	4	困難	e30
A025n_PN3c_00002-16	6	なっ	e31
A025n_PN3c_00002-16	18	協議	e32
A025n_PN3c_00002-17	3	開か	e33
A025n_PN3c_00002-17	9	ある	e34
A025n_PN3c_00002-19	21	合意	e35
A025n_PN3c_00002-20	30	なる	e36
A025n_PN3c_00002-20	41	重要	e37
A025n_PN3c_00002-20	43	なる	e38
A025n_PN3c_00002-21	9	にぎる	e39
A025n_PN3c_00002-21	22	する	e40
A025n_PN3c_00002-21	31	続く	e41
A025n_PN3c_00002-21	34	実質	e42
A025n_PN3c_00002-21	39	難しい	e43
A025n_PN3c_00002-22	8	さる	e44
A025n_PN3c_00002-22	24	話し合う	e45
A025n_PN3c_00002-22	28	開催	e46
A025n_PN3c_00002-22	36	提言	e47
A025n_PN3c_00002-23	5	間違い	e48
A025n_PN3c_00002-23	16	なり	e49
A025n_PN3c_00002-24	17	本気	e50
A025n_PN3c_00002-24	22	判断	e51
A025n_PN3c_00002-24	36	見	e52
A025n_PN3c_00002-26	11	よる	e53
