event_sent_id	event_index	event_word	event_id
A046n_PN1b_00004-2	5	立て直す	e1
A046n_PN1b_00004-4	6	提案	e2
A046n_PN1b_00004-5	7	宣言	e3
A046n_PN1b_00004-6	10	受け	e4
A046n_PN1b_00004-6	18	動き	e5
A046n_PN1b_00004-7	3	なき	e6
A046n_PN1b_00004-7	8	掲げる	e7
A046n_PN1b_00004-7	29	丸投げ	e8
A046n_PN1b_00004-7	35	明確	e9
A046n_PN1b_00004-7	39	発揮	e10
A046n_PN1b_00004-7	43	い	e11
A046n_PN1b_00004-8	8	立て直す	e12
A046n_PN1b_00004-9	7	呼ば	e13
A046n_PN1b_00004-9	28	再生	e14
A046n_PN1b_00004-9	43	説く	e15
A046n_PN1b_00004-12	12	ささやか	e16
A046n_PN1b_00004-14	11	例える	e17
A046n_PN1b_00004-14	20	ある	e18
A046n_PN1b_00004-15	4	緊急	e19
A046n_PN1b_00004-15	6	除去	e20
A046n_PN1b_00004-15	16	入り	e21
A046n_PN1b_00004-15	25	激烈	e22
A046n_PN1b_00004-15	32	なる	e23
A046n_PN1b_00004-16	12	宣言	e24
A046n_PN1b_00004-16	26	作る	e25
A046n_PN1b_00004-16	30	設置	e26
A046n_PN1b_00004-17	13	する	e27
A046n_PN1b_00004-17	20	作り上げ	e28
A046n_PN1b_00004-17	26	なる	e29
A046n_PN1b_00004-17	29	ある	e30
A046n_PN1b_00004-19	11	当たる	e31
A046n_PN1b_00004-22	12	き	e32
A046n_PN1b_00004-22	23	抜かし	e33
A046n_PN1b_00004-23	21	ある	e34
A046n_PN1b_00004-24	5	言わ	e35
A046n_PN1b_00004-24	19	考え	e36
A046n_PN1b_00004-24	26	し	e37
A046n_PN1b_00004-24	29	いけ	e38
A046n_PN1b_00004-24	33	き	e39
A046n_PN1b_00004-25	19	引き受け	e40
A046n_PN1b_00004-25	25	処理	e41
A046n_PN1b_00004-25	31	背負っ	e42
A046n_PN1b_00004-26	5	やろう	e43
A046n_PN1b_00004-26	7	し	e44
A046n_PN1b_00004-26	9	失敗	e45
A046n_PN1b_00004-26	16	実行	e46
A046n_PN1b_00004-27	7	やる	e47
A046n_PN1b_00004-28	8	行う	e48
A046n_PN1b_00004-29	3	非常	e49
A046n_PN1b_00004-29	17	行わ	e50
A046n_PN1b_00004-30	1	強い	e51
A046n_PN1b_00004-30	8	支える	e52
A046n_PN1b_00004-30	12	結集	e53
A046n_PN1b_00004-30	19	でき	e54
A046n_PN1b_00004-31	5	いう	e55
A046n_PN1b_00004-31	8	お	e56
A046n_PN1b_00004-31	12	思う	e57
A046n_PN1b_00004-31	17	成功	e58
A046n_PN1b_00004-31	25	高度	e59
A046n_PN1b_00004-31	30	持た	e60
A046n_PN1b_00004-31	33	いけ	e61
A046n_PN1b_00004-32	5	ある	e62
A046n_PN1b_00004-32	8	いえ	e63
A046n_PN1b_00004-32	11	非常	e64
A046n_PN1b_00004-32	13	危うい	e65
A046n_PN1b_00004-32	16	する	e66
A046n_PN1b_00004-33	13	戦略	e67
A046n_PN1b_00004-33	16	間違っ	e68
A046n_PN1b_00004-33	21	する	e69
A046n_PN1b_00004-34	3	重要	e70
A046n_PN1b_00004-34	14	抱える	e71
A046n_PN1b_00004-34	21	入れ	e72
A046n_PN1b_00004-36	14	遅らせる	e73
A046n_PN1b_00004-38	21	ある	e74
A046n_PN1b_00004-39	7	失わ	e75
A046n_PN1b_00004-39	15	はっきり	e76
A046n_PN1b_00004-39	30	不	e77
A046n_PN1b_00004-40	7	必要	e78
A046n_PN1b_00004-40	9	なる	e79
A046n_PN1b_00004-41	20	なる	e80
A046n_PN1b_00004-42	12	経営	e81
A046n_PN1b_00004-42	16	社会	e82
A046n_PN1b_00004-43	13	なく	e83
A046n_PN1b_00004-44	6	ある	e84
A046n_PN1b_00004-45	1	平たく	e85
A046n_PN1b_00004-45	2	言え	e86
