event_sent_id	event_index	event_word	event_id
A039n_PN3a_00003-3	17	大きく	e1
A039n_PN3a_00003-3	18	変わり	e2
A039n_PN3a_00003-4	19	足し	e3
A039n_PN3a_00003-5	12	決め	e4
A039n_PN3a_00003-5	20	かなり	e5
A039n_PN3a_00003-5	24	占める	e6
A039n_PN3a_00003-6	13	迫ら	e7
A039n_PN3a_00003-6	22	出る	e8
A039n_PN3a_00003-6	26	あり	e9
A039n_PN3a_00003-7	6	調べ	e10
A039n_PN3a_00003-13	14	し	e11
A039n_PN3a_00003-13	21	記載	e12
A039n_PN3a_00003-13	28	一般	e13
A039n_PN3a_00003-14	24	表記	e14
A039n_PN3a_00003-15	6	含ま	e15
A039n_PN3a_00003-15	17	相当	e16
A039n_PN3a_00003-16	10	決まっ	e17
A039n_PN3a_00003-17	3	同じ	e18
A039n_PN3a_00003-17	18	違う	e19
A039n_PN3a_00003-17	29	沿っ	e20
A039n_PN3a_00003-17	40	設け	e21
A039n_PN3a_00003-18	11	多い	e22
A039n_PN3a_00003-18	21	導入	e23
A039n_PN3a_00003-19	9	相当	e24
A039n_PN3a_00003-19	20	計算	e25
A039n_PN3a_00003-20	12	受け	e26
A039n_PN3a_00003-20	17	入院	e27
A039n_PN3a_00003-20	34	なる	e28
A039n_PN3a_00003-21	8	長く	e29
A039n_PN3a_00003-21	9	なる	e30
A039n_PN3a_00003-21	11	安く	e31
A039n_PN3a_00003-21	12	なる	e32
A039n_PN3a_00003-21	20	なっ	e33
A039n_PN3a_00003-22	14	加わり	e34
A039n_PN3a_00003-23	9	払う	e35
A039n_PN3a_00003-23	13	応じ	e36
A039n_PN3a_00003-23	17	ある	e37
A039n_PN3a_00003-24	17	違う	e38
A039n_PN3a_00003-25	12	反映	e39
A039n_PN3a_00003-25	19	かけ	e40
A039n_PN3a_00003-26	10	維持	e41
A039n_PN3a_00003-26	19	持ち	e42
A039n_PN3a_00003-26	33	なっ	e43
A039n_PN3a_00003-27	11	理解	e44
A039n_PN3a_00003-27	14	なる	e45
A039n_PN3a_00003-27	18	言え	e46
A039n_PN3a_00003-29	13	受け	e47
A039n_PN3a_00003-29	26	確認	e48
A039n_PN3a_00003-29	35	含ま	e49
A039n_PN3a_00003-29	38	見え	e50
A039n_PN3a_00003-29	40	なる	e51
A039n_PN3a_00003-30	6	軽い	e52
A039n_PN3a_00003-30	9	診断	e53
A039n_PN3a_00003-30	19	入院	e54
A039n_PN3a_00003-30	23	重い	e55
A039n_PN3a_00003-30	26	分かっ	e56
A039n_PN3a_00003-30	34	さかのぼっ	e57
A039n_PN3a_00003-30	36	重い	e58
A039n_PN3a_00003-30	39	相当	e59
A039n_PN3a_00003-30	44	精算	e60
A039n_PN3a_00003-30	51	なる	e61
A039n_PN3a_00003-30	54	戸惑う	e62
A039n_PN3a_00003-30	57	出	e63
A039n_PN3a_00003-32	20	入院	e64
A039n_PN3a_00003-33	18	長引く	e65
A039n_PN3a_00003-33	22	なる	e66
A039n_PN3a_00003-34	6	異なり	e67
A039n_PN3a_00003-34	14	し	e68
A039n_PN3a_00003-34	34	ある	e69
A039n_PN3a_00003-36	5	促す	e70
A039n_PN3a_00003-38	12	ある	e71
A039n_PN3a_00003-40	12	ある	e72
A039n_PN3a_00003-41	6	比べる	e73
A039n_PN3a_00003-41	11	目立ち	e74
A039n_PN3a_00003-41	27	ある	e75
A039n_PN3a_00003-41	36	ある	e76
A039n_PN3a_00003-42	21	開く	e77
A039n_PN3a_00003-43	18	明示	e78
A039n_PN3a_00003-43	24	超える	e79
A039n_PN3a_00003-43	31	なる	e80
A039n_PN3a_00003-44	5	減る	e81
A039n_PN3a_00003-44	16	短縮	e82
A039n_PN3a_00003-44	19	努力	e83
A039n_PN3a_00003-44	23	間違い	e84
A039n_PN3a_00003-44	37	言う	e85
A039n_PN3a_00003-45	2	確か	e86
A039n_PN3a_00003-45	10	長引く	e87
A039n_PN3a_00003-45	13	行っ	e88
A039n_PN3a_00003-45	22	延びる	e89
A039n_PN3a_00003-46	13	あり	e90
A039n_PN3a_00003-46	17	長く	e91
A039n_PN3a_00003-46	18	なり	e92
A039n_PN3a_00003-47	7	違う	e93
A039n_PN3a_00003-47	10	おかしい	e94
A039n_PN3a_00003-47	13	言わ	e95
A039n_PN3a_00003-47	17	反論	e96
A039n_PN3a_00003-48	16	入院	e97
A039n_PN3a_00003-48	23	珍しく	e98
A039n_PN3a_00003-48	24	なかっ	e99
A039n_PN3a_00003-49	24	いう	e100
A039n_PN3a_00003-50	3	終われ	e101
A039n_PN3a_00003-51	4	決まっ	e102
A039n_PN3a_00003-51	6	再	e103
A039n_PN3a_00003-51	12	終われ	e104
A039n_PN3a_00003-51	19	なる	e105
A039n_PN3a_00003-51	22	想定	e106
A039n_PN3a_00003-52	6	新しい	e107
A039n_PN3a_00003-52	9	理解	e108
A039n_PN3a_00003-52	15	なり	e109
A039n_PN3a_00003-53	9	つながる	e110
A039n_PN3a_00003-54	25	示さ	e111
A039n_PN3a_00003-55	15	可能	e112
A039n_PN3a_00003-55	17	なっ	e113
A039n_PN3a_00003-55	29	いう	e114
A039n_PN3a_00003-56	13	使う	e115
A039n_PN3a_00003-56	20	言え	e116
A039n_PN3a_00003-57	4	見直す	e117
A039n_PN3a_00003-57	15	必要	e118
A039n_PN3a_00003-57	19	待たさ	e119
A039n_PN3a_00003-57	23	避け	e120
A039n_PN3a_00003-59	3	評価	e121
A039n_PN3a_00003-60	6	不	e122
A039n_PN3a_00003-60	11	あれ	e123
A039n_PN3a_00003-60	18	見直す	e124
A039n_PN3a_00003-61	20	見送ら	e125
A039n_PN3a_00003-61	26	引き続き	e126
A039n_PN3a_00003-61	30	さ	e127
A039n_PN3a_00003-61	34	認め	e128
A039n_PN3a_00003-61	39	ある	e129
A039n_PN3a_00003-62	6	なる	e130
A039n_PN3a_00003-62	14	広げる	e131
A039n_PN3a_00003-62	23	残っ	e132
A039n_PN3a_00003-63	9	先行	e133
A039n_PN3a_00003-63	15	詳しい	e134
A039n_PN3a_00003-63	34	懐疑	e135
A039n_PN3a_00003-64	16	評価	e136
A039n_PN3a_00003-64	28	つける	e137
A039n_PN3a_00003-64	40	保証	e138
A039n_PN3a_00003-64	47	なっ	e139
A039n_PN3a_00003-65	4	保証	e140
A039n_PN3a_00003-65	13	薄れる	e141
A039n_PN3a_00003-66	14	評価	e142
A039n_PN3a_00003-66	18	導入	e143
A039n_PN3a_00003-66	27	短く	e144
A039n_PN3a_00003-66	28	すれ	e145
A039n_PN3a_00003-66	30	よく	e146
A039n_PN3a_00003-66	31	なり	e147
A039n_PN3a_00003-66	33	ゆがん	e148
A039n_PN3a_00003-66	37	なり	e149
A039n_PN3a_00003-66	42	話す	e150
A039n_PN3a_00003-67	7	説明	e151
A039n_PN3a_00003-67	16	言及	e152
A039n_PN3a_00003-68	12	真剣	e153
A039n_PN3a_00003-68	14	考え	e154
A039n_PN3a_00003-68	25	不	e155
A039n_PN3a_00003-68	30	なり	e156
A039n_PN3a_00003-68	38	指摘	e157
A039n_PN3a_00003-71	7	なる	e158
A039n_PN3a_00003-72	3	整わ	e159
A039n_PN3a_00003-72	13	認め	e160
A039n_PN3a_00003-72	20	予定	e161
A039n_PN3a_00003-73	10	なる	e162
A039n_PN3a_00003-74	14	実施	e163
A039n_PN3a_00003-75	6	なる	e164
A039n_PN3a_00003-75	15	判断	e165
A039n_PN3a_00003-75	21	施せる	e166
A039n_PN3a_00003-75	30	伸びる	e167
A039n_PN3a_00003-75	34	ある	e168
A039n_PN3a_00003-76	7	抑制	e169
A039n_PN3a_00003-76	18	左右	e170
A039n_PN3a_00003-77	8	指摘	e171
