event_sent_id	event_index	event_word	event_id
A005n_PN2e_00001-4	15	つくる	e1
A005n_PN2e_00001-4	38	始める	e2
A005n_PN2e_00001-5	6	放置	e3
A005n_PN2e_00001-6	11	持ち込む	e4
A005n_PN2e_00001-6	14	一般	e5
A005n_PN2e_00001-6	24	取り組む	e6
A005n_PN2e_00001-6	36	いう	e7
A005n_PN2e_00001-7	14	決め	e8
A005n_PN2e_00001-7	18	持ち込ん	e9
A005n_PN2e_00001-7	30	引き渡す	e10
A005n_PN2e_00001-8	16	負担	e11
A005n_PN2e_00001-9	13	行っ	e12
A005n_PN2e_00001-9	23	始める	e13
A005n_PN2e_00001-10	14	かかる	e14
A005n_PN2e_00001-10	24	補助	e15
A005n_PN2e_00001-11	19	行わ	e16
A005n_PN2e_00001-11	32	指摘	e17
A005n_PN2e_00001-11	38	失っ	e18
A005n_PN2e_00001-11	49	放置	e19
A005n_PN2e_00001-12	5	行っ	e20
A005n_PN2e_00001-12	16	抱える	e21
A005n_PN2e_00001-12	22	含め	e22
A005n_PN2e_00001-12	28	上る	e23
A005n_PN2e_00001-12	30	いう	e24
A005n_PN2e_00001-15	6	運営	e25
A005n_PN2e_00001-15	39	とどまっ	e26
A005n_PN2e_00001-15	51	まとめ	e27
A005n_PN2e_00001-15	56	分かっ	e28
A005n_PN2e_00001-16	5	多い	e29
A005n_PN2e_00001-17	30	上っ	e30
A005n_PN2e_00001-18	5	見る	e31
A005n_PN2e_00001-18	15	巨額	e32
A005n_PN2e_00001-18	29	重く	e33
A005n_PN2e_00001-18	30	のしかかっ	e34
A005n_PN2e_00001-20	13	求め	e35
A005n_PN2e_00001-22	17	あり	e36
A005n_PN2e_00001-22	34	多い	e37
A005n_PN2e_00001-23	18	開通	e38
A005n_PN2e_00001-23	29	営業	e39
A005n_PN2e_00001-23	44	少ない	e40
A005n_PN2e_00001-23	47	ある	e41
A005n_PN2e_00001-24	16	開通	e42
A005n_PN2e_00001-24	24	多い	e43
A005n_PN2e_00001-24	32	なっ	e44
A005n_PN2e_00001-24	35	み	e45
A005n_PN2e_00001-27	28	営業	e46
