event2_sent_id	root2_index	root2_word	root2
A032n_PN5c_00002-1	1	評	root2
A032n_PN5c_00002-2	2	スペル	root2
A032n_PN5c_00002-3	4	タイム	root2
A032n_PN5c_00002-4	4	メッセージ	root2
A032n_PN5c_00002-5	23	駆け回る	root2
A032n_PN5c_00002-6	24	繰り広げ	root2
A032n_PN5c_00002-7	11	ニューヨーク	root2
A032n_PN5c_00002-8	25	いう	root2
A032n_PN5c_00002-9	17	再演	root2
A032n_PN5c_00002-10	37	浮き立た	root2
A032n_PN5c_00002-11	29	風	root2
A032n_PN5c_00002-12	27	見せる	root2
A032n_PN5c_00002-13	35	者	root2
A032n_PN5c_00002-14	33	乱れ	root2
A032n_PN5c_00002-15	38	歌い継ぐ	root2
A032n_PN5c_00002-16	19	作り出す	root2
A032n_PN5c_00002-17	25	伝える	root2
A032n_PN5c_00002-18	25	響い	root2
A032n_PN5c_00002-19	41	惜しい	root2
A032n_PN5c_00002-20	2	秀樹	root2
A032n_PN5c_00002-21	14	劇場	root2
A032n_PN5c_00002-22	4	章仁	root2
A032n_PN5c_00002-23	1	評	root2
A032n_PN5c_00002-24	3	状	root2
A032n_PN5c_00002-25	6	ヴィレッヂ	root2
A032n_PN5c_00002-26	8	演出	root2
A032n_PN5c_00002-27	19	ない	root2
A032n_PN5c_00002-28	35	難しい	root2
A032n_PN5c_00002-29	26	なる	root2
A032n_PN5c_00002-30	22	売り物	root2
A032n_PN5c_00002-31	12	出来	root2
A032n_PN5c_00002-32	9	吉原	root2
A032n_PN5c_00002-33	30	なる	root2
A032n_PN5c_00002-34	22	迎え	root2
A032n_PN5c_00002-35	10	狙う	root2
A032n_PN5c_00002-36	12	真実	root2
A032n_PN5c_00002-37	29	し	root2
A032n_PN5c_00002-38	15	寂しい	root2
A032n_PN5c_00002-39	17	つく	root2
A032n_PN5c_00002-40	15	面白い	root2
A032n_PN5c_00002-41	19	さ	root2
A032n_PN5c_00002-42	30	する	root2
