event2_sent_id	root2_index	root2_word	root2
A040n_PN3b_00003-1	2	水泳	root2
A040n_PN3b_00003-2	5	武田	root2
A040n_PN3b_00003-3	8	発表	root2
A040n_PN3b_00003-4	41	し	root2
A040n_PN3b_00003-5	30	狙う	root2
A040n_PN3b_00003-6	7	出場	root2
A040n_PN3b_00003-7	26	なっ	root2
A040n_PN3b_00003-8	31	出場	root2
A040n_PN3b_00003-9	36	予定	root2
A040n_PN3b_00003-10	5	通り	root2
A040n_PN3b_00003-11	58	調布	root2
A040n_PN3b_00003-12	34	職	root2
A040n_PN3b_00003-13	4	日	root2
A040n_PN3b_00003-14	6	決める	root2
A040n_PN3b_00003-15	30	決め	root2
A040n_PN3b_00003-16	16	争っ	root2
A040n_PN3b_00003-17	2	共同	root2
A040n_PN3b_00003-18	6	なし	root2
A040n_PN3b_00003-19	33	し	root2
A040n_PN3b_00003-20	29	話し	root2
A040n_PN3b_00003-21	3	共同	root2
A040n_PN3b_00003-22	4	パット	root2
A040n_PN3b_00003-23	3	開幕	root2
A040n_PN3b_00003-24	9	照雄	root2
A040n_PN3b_00003-25	24	始まる	root2
A040n_PN3b_00003-26	27	なっ	root2
A040n_PN3b_00003-27	43	確かめ	root2
A040n_PN3b_00003-28	23	ウッズ	root2
A040n_PN3b_00003-29	32	話し	root2
A040n_PN3b_00003-30	9	予報	root2
A040n_PN3b_00003-31	26	達成	root2
A040n_PN3b_00003-32	26	かかっ	root2
A040n_PN3b_00003-33	3	おかしい	root2
A040n_PN3b_00003-34	34	発言	root2
A040n_PN3b_00003-35	47	答え	root2
A040n_PN3b_00003-36	2	時事	root2
A040n_PN3b_00003-37	7	骨折	root2
A040n_PN3b_00003-38	61	分かっ	root2
A040n_PN3b_00003-39	8	見込み	root2
