event2_sent_id	event2_index	event2_word	event2_id
A019n_PN2b_00002-3	17	あっ	e1
A019n_PN2b_00002-3	35	分かち合う	e2
A019n_PN2b_00002-3	40	確保	e3
A019n_PN2b_00002-3	63	まとめる	e4
A019n_PN2b_00002-3	66	明らか	e5
A019n_PN2b_00002-3	68	し	e6
A019n_PN2b_00002-4	17	別	e7
A019n_PN2b_00002-4	23	支援	e8
A019n_PN2b_00002-4	27	ない	e9
A019n_PN2b_00002-4	32	議論	e10
A019n_PN2b_00002-4	38	述べ	e11
A019n_PN2b_00002-5	22	具体	e12
A019n_PN2b_00002-5	28	検討	e13
A019n_PN2b_00002-5	32	明記	e14
A019n_PN2b_00002-6	18	支援	e15
A019n_PN2b_00002-6	28	実現	e16
A019n_PN2b_00002-6	31	努力	e17
A019n_PN2b_00002-6	36	述べ	e18
A019n_PN2b_00002-7	3	会う	e19
A019n_PN2b_00002-10	7	強い	e20
A019n_PN2b_00002-10	15	手掛け	e21
A019n_PN2b_00002-11	4	伝え	e22
A019n_PN2b_00002-11	16	知ら	e23
A019n_PN2b_00002-12	11	考え	e24
A019n_PN2b_00002-13	3	描い	e25
A019n_PN2b_00002-13	17	描か	e26
A019n_PN2b_00002-14	2	向かっ	e27
A019n_PN2b_00002-15	3	切る	e28
A019n_PN2b_00002-15	8	吹き抜ける	e29
A019n_PN2b_00002-16	1	冷たい	e30
A019n_PN2b_00002-16	4	含ん	e31
A019n_PN2b_00002-16	13	誘う	e32
A019n_PN2b_00002-17	3	わずか	e33
A019n_PN2b_00002-17	14	強調	e34
A019n_PN2b_00002-18	4	眺め	e35
A019n_PN2b_00002-18	9	怖い	e36
A019n_PN2b_00002-18	11	感じ	e37
A019n_PN2b_00002-19	6	分かっ	e38
A019n_PN2b_00002-20	1	不	e39
A019n_PN2b_00002-20	7	誇る	e40
A019n_PN2b_00002-20	11	たけり狂う	e41
A019n_PN2b_00002-20	16	見え	e42
A019n_PN2b_00002-21	3	上品	e43
A019n_PN2b_00002-21	8	似	e44
A019n_PN2b_00002-21	11	似つか	e45
A019n_PN2b_00002-21	19	型破り	e46
A019n_PN2b_00002-21	24	描き	e47
A019n_PN2b_00002-21	33	明かし	e48
A019n_PN2b_00002-21	39	思う	e49
A019n_PN2b_00002-23	2	つづく	e50
A019n_PN2b_00002-31	10	亡くなっ	e51
A019n_PN2b_00002-32	19	書い	e52
A019n_PN2b_00002-32	21	頼れる	e53
A019n_PN2b_00002-32	31	あっ	e54
A019n_PN2b_00002-33	13	安楽	e55
A019n_PN2b_00002-33	15	死に	e56
A019n_PN2b_00002-34	3	死ぬ	e57
A019n_PN2b_00002-34	6	安楽	e58
A019n_PN2b_00002-34	8	死に	e59
A019n_PN2b_00002-35	17	安楽	e60
A019n_PN2b_00002-35	19	死に	e61
A019n_PN2b_00002-35	22	思う	e62
A019n_PN2b_00002-36	5	書い	e63
A019n_PN2b_00002-37	8	起き	e64
A019n_PN2b_00002-37	16	分から	e65
A019n_PN2b_00002-37	20	多い	e66
A019n_PN2b_00002-38	7	忍び	e67
A019n_PN2b_00002-38	11	楽	e68
A019n_PN2b_00002-38	13	し	e69
A019n_PN2b_00002-38	15	あげる	e70
A019n_PN2b_00002-38	24	持ちかけ	e71
A019n_PN2b_00002-38	27	いう	e72
A019n_PN2b_00002-39	6	認める	e73
A019n_PN2b_00002-39	14	逸脱	e74
A019n_PN2b_00002-39	19	いわ	e75
A019n_PN2b_00002-40	4	安楽	e76
A019n_PN2b_00002-40	6	死に	e77
A019n_PN2b_00002-40	28	決める	e78
A019n_PN2b_00002-40	36	結びつけ	e79
A019n_PN2b_00002-41	22	行っ	e80
A019n_PN2b_00002-42	5	受容	e81
A019n_PN2b_00002-42	15	無益	e82
A019n_PN2b_00002-42	21	いう	e83
