event2_sent_id	event2_index	event2_word	event2_id
A002n_PN1d_00001-3	6	とまっ	e1
A002n_PN1d_00001-3	9	寄り添う	e2
A002n_PN1d_00001-4	4	とじ	e3
A002n_PN1d_00001-5	3	離れ	e4
A002n_PN1d_00001-5	5	とまっ	e5
A002n_PN1d_00001-5	17	並び	e6
A002n_PN1d_00001-5	26	思わ	e7
A002n_PN1d_00001-5	30	移っ	e8
A002n_PN1d_00001-6	3	暗い	e9
A002n_PN1d_00001-6	12	集光	e10
A002n_PN1d_00001-6	18	当て	e11
A002n_PN1d_00001-6	22	なっ	e12
A002n_PN1d_00001-6	28	よく	e13
A002n_PN1d_00001-6	31	閉じ	e14
A002n_PN1d_00001-6	38	独特	e15
A002n_PN1d_00001-6	44	なり	e16
A002n_PN1d_00001-7	10	まちがえ	e17
A002n_PN1d_00001-7	13	出会っ	e18
A002n_PN1d_00001-8	7	守る	e19
A002n_PN1d_00001-8	18	かぶっ	e20
A002n_PN1d_00001-8	20	人	e21
A002n_PN1d_00001-8	24	見る	e22
A002n_PN1d_00001-8	32	取れ	e23
A002n_PN1d_00001-9	14	良さ	e24
A002n_PN1d_00001-9	17	眠る	e25
A002n_PN1d_00001-10	21	かわいらしい	e26
A002n_PN1d_00001-12	4	とじ	e27
A002n_PN1d_00001-16	9	身近	e28
A002n_PN1d_00001-16	17	自由	e29
A002n_PN1d_00001-17	5	ある	e30
A002n_PN1d_00001-17	16	歓迎	e31
A002n_PN1d_00001-18	1	緊急	e32
A002n_PN1d_00001-19	5	構い	e33
A002n_PN1d_00001-20	6	掲載	e34
A002n_PN1d_00001-21	38	簡単	e35
A002n_PN1d_00001-21	65	贈り	e36
A002n_PN1d_00001-25	9	確実	e37
A002n_PN1d_00001-26	6	オープン	e38
A002n_PN1d_00001-26	34	突破	e39
A002n_PN1d_00001-27	11	上回り	e40
A002n_PN1d_00001-27	17	黒字	e41
A002n_PN1d_00001-27	30	引き続き	e42
A002n_PN1d_00001-27	33	維持	e43
A002n_PN1d_00001-27	38	し	e44
A002n_PN1d_00001-29	22	ある	e45
A002n_PN1d_00001-30	23	大幅	e46
A002n_PN1d_00001-30	25	上回っ	e47
A002n_PN1d_00001-31	8	高く	e48
A002n_PN1d_00001-32	8	利用	e49
A002n_PN1d_00001-32	21	含め	e50
A002n_PN1d_00001-33	15	み	e51
A002n_PN1d_00001-33	27	予定	e52
A002n_PN1d_00001-33	46	なる	e53
A002n_PN1d_00001-33	53	いう	e54
A002n_PN1d_00001-34	13	なっ	e55
A002n_PN1d_00001-34	35	手渡さ	e56
