event2_sent_id	event2_index	event2_word	event2_id
A018n_PN1g_00002-4	26	共同	e1
A018n_PN1g_00002-4	32	合意	e2
A018n_PN1g_00002-5	7	交わし	e3
A018n_PN1g_00002-5	29	生産	e4
A018n_PN1g_00002-6	12	強化	e5
A018n_PN1g_00002-6	17	巨額	e6
A018n_PN1g_00002-6	24	分担	e7
A018n_PN1g_00002-6	29	薄い	e8
A018n_PN1g_00002-6	38	確保	e9
A018n_PN1g_00002-7	19	合弁	e10
A018n_PN1g_00002-8	16	交渉	e11
A018n_PN1g_00002-9	29	生産	e12
A018n_PN1g_00002-10	25	目指す	e13
A018n_PN1g_00002-11	17	調整	e14
A018n_PN1g_00002-11	32	発売	e15
A018n_PN1g_00002-13	3	映し	e16
A018n_PN1g_00002-14	7	認める	e17
A018n_PN1g_00002-15	29	微妙	e18
A018n_PN1g_00002-15	31	反映	e19
A018n_PN1g_00002-15	37	受け	e20
A018n_PN1g_00002-15	50	する	e21
A018n_PN1g_00002-15	56	言える	e22
A018n_PN1g_00002-15	59	なっ	e23
A018n_PN1g_00002-17	17	招く	e24
A018n_PN1g_00002-17	21	立ち行か	e25
A018n_PN1g_00002-17	27	特殊	e26
A018n_PN1g_00002-17	31	限ら	e27
A018n_PN1g_00002-17	45	なる	e28
A018n_PN1g_00002-18	9	多用	e29
A018n_PN1g_00002-18	19	安易	e30
A018n_PN1g_00002-18	24	乱発	e31
A018n_PN1g_00002-19	6	予定	e32
A018n_PN1g_00002-19	19	重視	e33
A018n_PN1g_00002-19	30	異なっ	e34
A018n_PN1g_00002-20	5	参加	e35
A018n_PN1g_00002-20	11	つぶれる	e36
A018n_PN1g_00002-20	14	つぶし	e37
A018n_PN1g_00002-20	19	減らす	e38
A018n_PN1g_00002-20	22	重要	e39
A018n_PN1g_00002-21	1	安易	e40
A018n_PN1g_00002-21	6	許さ	e41
A018n_PN1g_00002-21	10	厳格	e42
A018n_PN1g_00002-21	14	臨ん	e43
A018n_PN1g_00002-22	6	受け	e44
A018n_PN1g_00002-23	4	危ぶま	e45
A018n_PN1g_00002-23	15	棒引き	e46
A018n_PN1g_00002-23	21	身軽	e47
A018n_PN1g_00002-23	23	なっ	e48
A018n_PN1g_00002-23	28	なる	e49
A018n_PN1g_00002-23	31	許せ	e50
A018n_PN1g_00002-23	38	強い	e51
A018n_PN1g_00002-24	13	ゆがめる	e52
A018n_PN1g_00002-24	17	採用	e53
A018n_PN1g_00002-25	7	受け	e54
A018n_PN1g_00002-25	17	求め	e55
A018n_PN1g_00002-25	25	設け	e56
A018n_PN1g_00002-25	30	中核	e57
A018n_PN1g_00002-25	35	反映	e58
A018n_PN1g_00002-26	7	実施	e59
A018n_PN1g_00002-26	14	安易	e60
A018n_PN1g_00002-26	19	否定	e61
A018n_PN1g_00002-26	30	使える	e62
A018n_PN1g_00002-26	35	柔軟	e63
A018n_PN1g_00002-26	37	設定	e64
A018n_PN1g_00002-27	1	巨額	e65
A018n_PN1g_00002-27	5	実施	e66
A018n_PN1g_00002-27	13	法的	e67
A018n_PN1g_00002-27	24	焦げ付き	e68
A018n_PN1g_00002-27	32	損ない	e69
A018n_PN1g_00002-28	17	見合っ	e70
A018n_PN1g_00002-28	21	抑え	e71
