event2_sent_id	event2_index	event2_word	event2_id
A045n_PN5c_00003-2	2	がまん	e1
A045n_PN5c_00003-3	3	がまん	e2
A045n_PN5c_00003-3	21	がまん	e3
A045n_PN5c_00003-4	3	ガマン	e4
A045n_PN5c_00003-5	2	言え	e5
A045n_PN5c_00003-6	3	がまん	e6
A045n_PN5c_00003-6	16	使う	e7
A045n_PN5c_00003-7	15	使わ	e8
A045n_PN5c_00003-8	6	無理	e9
A045n_PN5c_00003-8	11	装う	e10
A045n_PN5c_00003-8	25	通じる	e11
A045n_PN5c_00003-9	4	計算	e12
A045n_PN5c_00003-11	9	開か	e13
A045n_PN5c_00003-11	27	見せつけ	e14
A045n_PN5c_00003-11	39	果たし	e15
A045n_PN5c_00003-12	5	あわせ	e16
A045n_PN5c_00003-12	18	出し	e17
A045n_PN5c_00003-13	7	平均	e18
A045n_PN5c_00003-13	17	走っ	e19
A045n_PN5c_00003-14	1	四捨	e20
A045n_PN5c_00003-14	19	計算	e21
A045n_PN5c_00003-16	18	走っ	e22
A045n_PN5c_00003-17	7	走る	e23
A045n_PN5c_00003-17	13	かかっ	e24
A045n_PN5c_00003-18	3	走る	e25
A045n_PN5c_00003-18	6	かかっ	e26
A045n_PN5c_00003-18	24	なり	e27
A045n_PN5c_00003-19	8	優勝	e28
A045n_PN5c_00003-20	11	果たし	e29
A045n_PN5c_00003-20	25	達成	e30
A045n_PN5c_00003-24	19	あふれ	e31
A045n_PN5c_00003-26	3	作る	e32
A045n_PN5c_00003-26	10	切る	e33
A045n_PN5c_00003-26	13	はじめる	e34
A045n_PN5c_00003-26	29	指す	e35
A045n_PN5c_00003-26	32	なり	e36
A045n_PN5c_00003-27	7	あらわす	e37
A045n_PN5c_00003-27	9	はじめる	e38
A045n_PN5c_00003-27	11	はじまる	e39
A045n_PN5c_00003-27	21	始める	e40
A045n_PN5c_00003-27	23	始まる	e41
A045n_PN5c_00003-27	26	書き	e42
A045n_PN5c_00003-28	5	始めよう	e43
A045n_PN5c_00003-28	7	思い立っ	e44
A045n_PN5c_00003-28	15	いい	e45
A045n_PN5c_00003-29	6	忘れ	e46
A045n_PN5c_00003-29	9	がんばろう	e47
A045n_PN5c_00003-29	17	忘る	e48
A045n_PN5c_00003-30	7	始まり	e49
A045n_PN5c_00003-31	11	開い	e50
A045n_PN5c_00003-31	16	わくわく	e51
A045n_PN5c_00003-31	21	思いだし	e52
A045n_PN5c_00003-31	25	帰っ	e53
A045n_PN5c_00003-31	27	取り組み	e54
A045n_PN5c_00003-34	8	取り上げる	e55
A045n_PN5c_00003-34	11	入り	e56
A045n_PN5c_00003-35	6	組み合わせ	e57
A045n_PN5c_00003-35	16	作っ	e58
A045n_PN5c_00003-39	22	実質	e59
A045n_PN5c_00003-39	29	し	e60
A045n_PN5c_00003-39	52	協議	e61
A045n_PN5c_00003-39	59	分かっ	e62
A045n_PN5c_00003-40	20	知ら	e63
A045n_PN5c_00003-40	27	認識	e64
A045n_PN5c_00003-40	34	説明	e65
A045n_PN5c_00003-40	49	発足	e66
A045n_PN5c_00003-40	75	参加	e67
