event2_sent_id	event2_index	event2_word	event2_id
A047n_PN1c_00004-4	7	生かす	e1
A047n_PN1c_00004-6	9	意味	e2
A047n_PN1c_00004-7	2	風変わり	e3
A047n_PN1c_00004-7	6	冠し	e4
A047n_PN1c_00004-7	24	集め	e5
A047n_PN1c_00004-8	8	置く	e6
A047n_PN1c_00004-8	17	流れる	e7
A047n_PN1c_00004-8	18	膨大	e8
A047n_PN1c_00004-8	31	避け	e9
A047n_PN1c_00004-8	36	届ける	e10
A047n_PN1c_00004-9	6	かかる	e11
A047n_PN1c_00004-9	14	かから	e12
A047n_PN1c_00004-10	13	配置	e13
A047n_PN1c_00004-10	19	通れ	e14
A047n_PN1c_00004-10	23	配信	e15
A047n_PN1c_00004-10	30	駆使	e16
A047n_PN1c_00004-10	33	決定	e17
A047n_PN1c_00004-10	38	ある	e18
A047n_PN1c_00004-11	7	左右	e19
A047n_PN1c_00004-11	12	切り開い	e20
A047n_PN1c_00004-11	24	さ	e21
A047n_PN1c_00004-11	33	かかわっ	e22
A047n_PN1c_00004-12	5	歩い	e23
A047n_PN1c_00004-13	4	専攻	e24
A047n_PN1c_00004-13	25	可能	e25
A047n_PN1c_00004-13	27	する	e26
A047n_PN1c_00004-13	34	考案	e27
A047n_PN1c_00004-13	44	つながっ	e28
A047n_PN1c_00004-14	6	比べ	e29
A047n_PN1c_00004-14	8	立ち	e30
A047n_PN1c_00004-15	6	果たし	e31
A047n_PN1c_00004-15	11	大きい	e32
A047n_PN1c_00004-16	9	なっ	e33
A047n_PN1c_00004-16	27	強調	e34
A047n_PN1c_00004-17	20	多彩	e35
A047n_PN1c_00004-17	28	超す	e36
A047n_PN1c_00004-17	31	獲得	e37
A047n_PN1c_00004-18	7	売り込む	e38
A047n_PN1c_00004-18	27	達する	e39
A047n_PN1c_00004-19	41	膨らん	e40
A047n_PN1c_00004-19	45	見	e41
A047n_PN1c_00004-19	48	明白	e42
A047n_PN1c_00004-20	9	狙っ	e43
A047n_PN1c_00004-20	11	おう盛	e44
A047n_PN1c_00004-20	18	支える	e45
A047n_PN1c_00004-20	19	実務	e46
A047n_PN1c_00004-20	28	ある	e47
A047n_PN1c_00004-21	13	近い	e48
A047n_PN1c_00004-21	17	生まれる	e49
A047n_PN1c_00004-21	23	近い	e50
A047n_PN1c_00004-22	35	きめ細かい	e51
A047n_PN1c_00004-22	38	支援	e52
A047n_PN1c_00004-23	13	取っ	e53
A047n_PN1c_00004-23	21	還元	e54
A047n_PN1c_00004-23	33	なっ	e55
A047n_PN1c_00004-24	6	優秀	e56
A047n_PN1c_00004-24	13	なけれ	e57
A047n_PN1c_00004-24	23	埋もれ	e58
A047n_PN1c_00004-24	29	指摘	e59
A047n_PN1c_00004-25	2	強固	e60
A047n_PN1c_00004-25	7	公正	e61
A047n_PN1c_00004-25	16	明確	e62
A047n_PN1c_00004-25	25	言え	e63
A047n_PN1c_00004-25	41	内向き	e64
A047n_PN1c_00004-25	43	なら	e65
A047n_PN1c_00004-25	46	積極	e66
A047n_PN1c_00004-25	51	取り込もう	e67
A047n_PN1c_00004-25	53	する	e68
A047n_PN1c_00004-25	54	強い	e69
A047n_PN1c_00004-25	57	ある	e70
A047n_PN1c_00004-26	9	しり込み	e71
A047n_PN1c_00004-26	20	与え	e72
A047n_PN1c_00004-27	14	担当	e73
A047n_PN1c_00004-28	5	上げる	e74
A047n_PN1c_00004-29	21	読む	e75
A047n_PN1c_00004-32	14	搭載	e76
A047n_PN1c_00004-32	26	発売	e77
A047n_PN1c_00004-33	8	録音	e78
A047n_PN1c_00004-33	11	自由	e79
A047n_PN1c_00004-33	15	選ん	e80
A047n_PN1c_00004-33	17	編集	e81
A047n_PN1c_00004-34	13	書き込む	e82
A047n_PN1c_00004-35	8	録音	e83
A047n_PN1c_00004-39	20	発売	e84
A047n_PN1c_00004-40	3	摘ん	e85
A047n_PN1c_00004-40	7	使用	e86
A047n_PN1c_00004-40	10	熟成	e87
A047n_PN1c_00004-40	19	楽しめる	e88
A047n_PN1c_00004-40	21	いう	e89
A047n_PN1c_00004-45	6	簡単	e90
A047n_PN1c_00004-45	8	落とす	e91
A047n_PN1c_00004-46	29	発売	e92
A047n_PN1c_00004-47	1	やわらかい	e93
A047n_PN1c_00004-47	14	がんこ	e94
A047n_PN1c_00004-47	18	簡単	e95
A047n_PN1c_00004-47	20	落とせる	e96
A047n_PN1c_00004-47	22	いう	e97
A047n_PN1c_00004-48	4	あり	e98
A047n_PN1c_00004-48	12	なる	e99
A047n_PN1c_00004-48	17	防げる	e100
