event2_sent_id	event2_index	event2_word	event2_id
A014n_PN1b_00002-3	16	受け入れ	e1
A014n_PN1b_00002-3	18	行う	e2
A014n_PN1b_00002-3	38	なっ	e3
A014n_PN1b_00002-3	48	分かっ	e4
A014n_PN1b_00002-4	8	多く	e5
A014n_PN1b_00002-4	16	なっ	e6
A014n_PN1b_00002-5	2	受け入れ	e7
A014n_PN1b_00002-8	12	多い	e8
A014n_PN1b_00002-10	14	伸び	e9
A014n_PN1b_00002-12	19	期待	e10
A014n_PN1b_00002-12	44	開く	e11
A014n_PN1b_00002-18	3	募集	e12
A014n_PN1b_00002-19	29	住所	e13
A014n_PN1b_00002-19	38	お	e14
A014n_PN1b_00002-23	4	脱し	e15
A014n_PN1b_00002-25	5	見え	e16
A014n_PN1b_00002-25	14	おおう	e17
A014n_PN1b_00002-25	18	重なる	e18
A014n_PN1b_00002-25	28	引き継い	e19
A014n_PN1b_00002-25	41	判断	e20
A014n_PN1b_00002-26	12	注目	e21
A014n_PN1b_00002-27	21	向け	e22
A014n_PN1b_00002-27	29	固め	e23
A014n_PN1b_00002-27	35	行っ	e24
A014n_PN1b_00002-28	6	す	e25
A014n_PN1b_00002-28	22	向け	e26
A014n_PN1b_00002-28	31	し	e27
A014n_PN1b_00002-28	33	明確	e28
A014n_PN1b_00002-28	36	なっ	e29
A014n_PN1b_00002-29	1	加え	e30
A014n_PN1b_00002-29	4	指摘	e31
A014n_PN1b_00002-29	19	露呈	e32
A014n_PN1b_00002-30	27	続い	e33
A014n_PN1b_00002-31	7	担当	e34
A014n_PN1b_00002-31	10	十分	e35
A014n_PN1b_00002-31	14	得	e36
A014n_PN1b_00002-31	35	取り換え	e37
A014n_PN1b_00002-31	41	確保	e38
A014n_PN1b_00002-32	12	する	e39
A014n_PN1b_00002-32	21	なっ	e40
A014n_PN1b_00002-32	30	流動	e41
A014n_PN1b_00002-33	7	続く	e42
A014n_PN1b_00002-33	18	なる	e43
A014n_PN1b_00002-33	24	なら	e44
A014n_PN1b_00002-34	1	当然	e45
A014n_PN1b_00002-34	18	考え	e46
A014n_PN1b_00002-35	18	重要	e47
A014n_PN1b_00002-36	33	し	e48
A014n_PN1b_00002-37	9	代えよう	e49
A014n_PN1b_00002-37	22	提起	e50
A014n_PN1b_00002-37	31	詰める	e51
A014n_PN1b_00002-37	34	了承	e52
A014n_PN1b_00002-38	5	見る	e53
A014n_PN1b_00002-38	24	高い	e54
A014n_PN1b_00002-38	28	なる	e55
A014n_PN1b_00002-38	37	入り	e56
A014n_PN1b_00002-38	41	し	e57
A014n_PN1b_00002-38	47	割り込む	e58
