event2_sent_id	event2_index	event2_word	event2_id
A009n_PN4b_00001-3	14	行わ	e1
A009n_PN4b_00001-3	59	振り切っ	e2
A009n_PN4b_00001-3	61	勝利	e3
A009n_PN4b_00001-4	3	倒す	e4
A009n_PN4b_00001-7	9	制し	e5
A009n_PN4b_00001-7	31	なる	e6
A009n_PN4b_00001-7	39	行っ	e7
A009n_PN4b_00001-8	12	倒す	e8
A009n_PN4b_00001-9	6	太く	e9
A009n_PN4b_00001-9	7	なり	e10
A009n_PN4b_00001-9	11	漂わ	e11
A009n_PN4b_00001-9	13	始め	e12
A009n_PN4b_00001-9	21	集まっ	e13
A009n_PN4b_00001-9	28	上げ	e14
A009n_PN4b_00001-10	13	まとめる	e15
A009n_PN4b_00001-10	17	分裂	e16
A009n_PN4b_00001-10	22	長期	e17
A009n_PN4b_00001-10	29	ごう慢	e18
A009n_PN4b_00001-10	36	弱ら	e19
A009n_PN4b_00001-11	4	増やす	e20
A009n_PN4b_00001-11	9	投資	e21
A009n_PN4b_00001-11	21	死ぬ	e22
A009n_PN4b_00001-11	24	ない	e23
A009n_PN4b_00001-11	27	する	e24
A009n_PN4b_00001-11	30	約束	e25
A009n_PN4b_00001-11	44	起き	e26
A009n_PN4b_00001-12	32	訴える	e27
A009n_PN4b_00001-12	58	批判	e28
A009n_PN4b_00001-13	17	勝利	e29
A009n_PN4b_00001-14	4	認める	e30
A009n_PN4b_00001-15	9	寛大	e31
A009n_PN4b_00001-18	22	かかわっ	e32
A009n_PN4b_00001-18	25	さ	e33
A009n_PN4b_00001-18	47	会談	e34
A009n_PN4b_00001-18	54	全面	e35
A009n_PN4b_00001-18	57	認め	e36
A009n_PN4b_00001-18	58	寛大	e37
A009n_PN4b_00001-18	62	求め	e38
A009n_PN4b_00001-19	17	沿う	e39
A009n_PN4b_00001-19	30	決定	e40
A009n_PN4b_00001-19	38	引き	e41
A009n_PN4b_00001-19	42	み	e42
A009n_PN4b_00001-20	12	承知	e43
A009n_PN4b_00001-20	19	報じる	e44
A009n_PN4b_00001-20	24	し	e45
A009n_PN4b_00001-20	34	残り	e46
A009n_PN4b_00001-20	42	解消	e47
A009n_PN4b_00001-20	47	不	e48
A009n_PN4b_00001-21	7	発表	e49
A009n_PN4b_00001-21	22	認め	e50
A009n_PN4b_00001-21	35	考慮	e51
A009n_PN4b_00001-21	38	寛大	e52
A009n_PN4b_00001-21	42	取る	e53
A009n_PN4b_00001-21	44	求め	e54
A009n_PN4b_00001-21	47	いう	e55
A009n_PN4b_00001-22	25	認め	e56
A009n_PN4b_00001-22	28	非	e57
A009n_PN4b_00001-22	31	明らか	e58
A009n_PN4b_00001-22	33	し	e59
A009n_PN4b_00001-22	51	触れ	e60
A009n_PN4b_00001-23	23	大	e61
A009n_PN4b_00001-23	32	予定	e62
A009n_PN4b_00001-23	44	急い	e63
A009n_PN4b_00001-23	47	み	e64
A009n_PN4b_00001-25	3	謝罪	e65
A009n_PN4b_00001-25	16	ない	e66
A009n_PN4b_00001-25	19	強調	e67
A009n_PN4b_00001-26	33	可能	e68
A009n_PN4b_00001-26	39	残る	e69
