event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A036n_PN2b_00003-4	10	発生	e1	41	者	root1	A036n_PN2b_00003-5	35	し	e4	35	し	root2	before
A036n_PN2b_00003-7	7	なっ	e5	15	通り	root1	A036n_PN2b_00003-8	19	止める	e8	19	止める	root2	before
A036n_PN2b_00003-8	19	止める	e8	19	止める	root1	A036n_PN2b_00003-9	28	添え	e12	28	添え	root2	after
A036n_PN2b_00003-9	28	添え	e12	28	添え	root1	A036n_PN2b_00003-10	27	飲ん	e13	27	飲ん	root2	after
A036n_PN2b_00003-10	27	飲ん	e13	27	飲ん	root1	A036n_PN2b_00003-11	9	分から	e15	9	分から	root2	before
A036n_PN2b_00003-13	10	食い込ん	e18	10	食い込ん	root1	A036n_PN2b_00003-14	4	倒れ	e20	4	倒れ	root2	before
A036n_PN2b_00003-14	4	倒れ	e20	4	倒れ	root1	A036n_PN2b_00003-15	8	受け	e21	8	受け	root2	after
A036n_PN2b_00003-15	8	受け	e21	8	受け	root1	A036n_PN2b_00003-16	20	し	e22	20	し	root2	after
A036n_PN2b_00003-20	30	推計	e26	31	さ	root1	A036n_PN2b_00003-21	41	ある	e32	41	ある	root2	during
A036n_PN2b_00003-21	41	ある	e32	41	ある	root1	A036n_PN2b_00003-22	19	来	e34	30	多い	root2	contains
A036n_PN2b_00003-22	19	来	e34	30	多い	root1	A036n_PN2b_00003-23	28	増し	e40	30	格好	root2	after
A036n_PN2b_00003-23	28	増し	e40	30	格好	root1	A036n_PN2b_00003-24	23	帰る	e42	24	つもり	root2	before
A036n_PN2b_00003-24	23	帰る	e42	24	つもり	root1	A036n_PN2b_00003-25	36	募集	e44	37	する	root2	after
A036n_PN2b_00003-27	17	嫌う	e46	53	する	root1	A036n_PN2b_00003-27	32	働か	e48	53	する	root2	contains
A036n_PN2b_00003-27	32	働か	e48	53	する	root1	A036n_PN2b_00003-27	46	破産	e51	53	する	root2	before
A036n_PN2b_00003-27	46	破産	e51	53	する	root1	A036n_PN2b_00003-27	52	主張	e52	53	する	root2	after
A036n_PN2b_00003-27	52	主張	e52	53	する	root1	A036n_PN2b_00003-28	21	集め	e55	21	集め	root2	after
A036n_PN2b_00003-28	21	集め	e55	21	集め	root1	A036n_PN2b_00003-29	13	目指し	e56	19	中	root2	before
A036n_PN2b_00003-29	13	目指し	e56	19	中	root1	A036n_PN2b_00003-30	11	なら	e57	11	なら	root2	during
A036n_PN2b_00003-30	11	なら	e57	11	なら	root1	A036n_PN2b_00003-31	17	つぶやい	e60	17	つぶやい	root2	contains
A036n_PN2b_00003-31	17	つぶやい	e60	17	つぶやい	root1	A036n_PN2b_00003-32	24	書か	e64	34	テルアビブ	root2	after
