event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A047n_PN1c_00004-6	9	意味	e2	12	アカマイ	root1	A047n_PN1c_00004-7	24	集め	e5	24	集め	root2	vague
A047n_PN1c_00004-7	24	集め	e5	24	集め	root1	A047n_PN1c_00004-8	36	届ける	e10	40	売り物	root2	contains
A047n_PN1c_00004-10	38	ある	e18	38	ある	root1	A047n_PN1c_00004-11	33	かかわっ	e22	43	集団	root2	after
A047n_PN1c_00004-13	44	つながっ	e28	44	つながっ	root1	A047n_PN1c_00004-14	8	立ち	e30	23	地	root2	after
A047n_PN1c_00004-14	8	立ち	e30	23	地	root1	A047n_PN1c_00004-15	6	果たし	e31	11	大きい	root2	before
A047n_PN1c_00004-16	27	強調	e34	28	する	root1	A047n_PN1c_00004-17	31	獲得	e37	37	工場	root2	during
A047n_PN1c_00004-17	31	獲得	e37	37	工場	root1	A047n_PN1c_00004-18	27	達する	e39	27	達する	root2	equal
A047n_PN1c_00004-18	27	達する	e39	27	達する	root1	A047n_PN1c_00004-19	45	見	e41	48	明白	root2	contains
A047n_PN1c_00004-19	45	見	e41	48	明白	root1	A047n_PN1c_00004-20	28	ある	e47	28	ある	root2	during
A047n_PN1c_00004-20	28	ある	e47	28	ある	root1	A047n_PN1c_00004-21	17	生まれる	e49	23	近い	root2	contains
A047n_PN1c_00004-21	17	生まれる	e49	23	近い	root1	A047n_PN1c_00004-22	38	支援	e52	39	し	root2	during
A047n_PN1c_00004-22	38	支援	e52	39	し	root1	A047n_PN1c_00004-23	33	なっ	e55	33	なっ	root2	contains
A047n_PN1c_00004-23	33	なっ	e55	33	なっ	root1	A047n_PN1c_00004-24	29	指摘	e59	30	する	root2	contains
A047n_PN1c_00004-24	29	指摘	e59	30	する	root1	A047n_PN1c_00004-25	57	ある	e70	57	ある	root2	during
A047n_PN1c_00004-25	57	ある	e70	57	ある	root1	A047n_PN1c_00004-26	20	与え	e72	20	与え	root2	contains
A047n_PN1c_00004-26	20	与え	e72	20	与え	root1	A047n_PN1c_00004-27	14	担当	e73	15	し	root2	contains
A047n_PN1c_00004-27	14	担当	e73	15	し	root1	A047n_PN1c_00004-28	5	上げる	e74	21	下	root2	after
A047n_PN1c_00004-32	26	発売	e77	27	する	root1	A047n_PN1c_00004-33	17	編集	e81	18	できる	root2	before
A047n_PN1c_00004-33	17	編集	e81	18	できる	root1	A047n_PN1c_00004-34	13	書き込む	e82	13	書き込む	root2	before
A047n_PN1c_00004-39	20	発売	e84	21	する	root1	A047n_PN1c_00004-40	21	いう	e89	21	いう	root2	after
A047n_PN1c_00004-45	8	落とす	e91	8	落とす	root1	A047n_PN1c_00004-46	29	発売	e92	30	する	root2	after
A047n_PN1c_00004-46	29	発売	e92	30	する	root1	A047n_PN1c_00004-47	22	いう	e97	22	いう	root2	after
A047n_PN1c_00004-47	22	いう	e97	22	いう	root1	A047n_PN1c_00004-48	17	防げる	e100	17	防げる	root2	before
