event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A001n_PN1c_00001-8	7	通っ	e2	23	いう	root1	A001n_PN1c_00001-9	24	し	e11	24	し	root2	contains
A001n_PN1c_00001-9	24	し	e11	24	し	root1	A001n_PN1c_00001-10	28	違っ	e15	28	違っ	root2	vague
A001n_PN1c_00001-10	28	違っ	e15	28	違っ	root1	A001n_PN1c_00001-11	24	はずし	e19	28	いい	root2	vague
A001n_PN1c_00001-11	24	はずし	e19	28	いい	root1	A001n_PN1c_00001-12	2	語りかける	e21	2	語りかける	root2	vague
A001n_PN1c_00001-12	2	語りかける	e21	2	語りかける	root1	A001n_PN1c_00001-13	16	持た	e24	16	持た	root2	before
A001n_PN1c_00001-15	16	討論	e28	17	さ	root1	A001n_PN1c_00001-16	16	わかっ	e31	16	わかっ	root2	before
A001n_PN1c_00001-17	7	聞い	e32	12	授業	root1	A001n_PN1c_00001-18	35	言っ	e37	35	言っ	root2	vague
A001n_PN1c_00001-18	35	言っ	e37	35	言っ	root1	A001n_PN1c_00001-19	7	違っ	e38	7	違っ	root2	during
A001n_PN1c_00001-19	7	違っ	e38	7	違っ	root1	A001n_PN1c_00001-20	15	張ら	e39	15	張ら	root2	contains
A001n_PN1c_00001-20	15	張ら	e39	15	張ら	root1	A001n_PN1c_00001-21	10	言っ	e40	10	言っ	root2	contains
A001n_PN1c_00001-21	10	言っ	e40	10	言っ	root1	A001n_PN1c_00001-22	26	評価	e44	27	し	root2	equal
A001n_PN1c_00001-22	26	評価	e44	27	し	root1	A001n_PN1c_00001-23	9	思っ	e46	14	ころ	root2	before
A001n_PN1c_00001-23	9	思っ	e46	14	ころ	root1	A001n_PN1c_00001-24	27	促し	e52	32	先生	root2	after
A001n_PN1c_00001-24	27	促し	e52	32	先生	root1	A001n_PN1c_00001-25	35	感謝	e58	36	する	root2	before
A001n_PN1c_00001-25	35	感謝	e58	36	する	root1	A001n_PN1c_00001-26	14	覚え	e60	14	覚え	root2	vague
A001n_PN1c_00001-26	14	覚え	e60	14	覚え	root1	A001n_PN1c_00001-27	31	思っ	e64	31	思っ	root2	after
A001n_PN1c_00001-27	31	思っ	e64	31	思っ	root1	A001n_PN1c_00001-28	22	送る	e67	22	送る	root2	before
A001n_PN1c_00001-37	25	行う	e71	25	行う	root1	A001n_PN1c_00001-38	15	届ける	e74	15	届ける	root2	before
