event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A019n_PN2b_00002-4	38	述べ	e11	38	述べ	root1	A019n_PN2b_00002-5	32	明記	e14	33	さ	root2	during
A019n_PN2b_00002-5	32	明記	e14	33	さ	root1	A019n_PN2b_00002-6	36	述べ	e18	36	述べ	root2	contains
A019n_PN2b_00002-6	36	述べ	e18	36	述べ	root1	A019n_PN2b_00002-7	3	会う	e19	5	４	root2	vague
A019n_PN2b_00002-10	15	手掛け	e21	15	手掛け	root1	A019n_PN2b_00002-11	16	知ら	e23	16	知ら	root2	before
A019n_PN2b_00002-11	16	知ら	e23	16	知ら	root1	A019n_PN2b_00002-12	11	考え	e24	18	作品	root2	equal
A019n_PN2b_00002-12	11	考え	e24	18	作品	root1	A019n_PN2b_00002-13	17	描か	e26	17	描か	root2	after
A019n_PN2b_00002-15	8	吹き抜ける	e29	8	吹き抜ける	root1	A019n_PN2b_00002-16	13	誘う	e32	13	誘う	root2	before
A019n_PN2b_00002-16	13	誘う	e32	13	誘う	root1	A019n_PN2b_00002-17	14	強調	e34	15	する	root2	equal
A019n_PN2b_00002-17	14	強調	e34	15	する	root1	A019n_PN2b_00002-18	11	感じ	e37	12	始め	root2	contains
A019n_PN2b_00002-18	11	感じ	e37	12	始め	root1	A019n_PN2b_00002-19	6	分かっ	e38	6	分かっ	root2	before
A019n_PN2b_00002-19	6	分かっ	e38	6	分かっ	root1	A019n_PN2b_00002-20	16	見え	e42	16	見え	root2	after
A019n_PN2b_00002-20	16	見え	e42	16	見え	root1	A019n_PN2b_00002-21	39	思う	e49	39	思う	root2	before
A019n_PN2b_00002-33	15	死に	e56	15	死に	root1	A019n_PN2b_00002-34	8	死に	e59	8	死に	root2	equal
A019n_PN2b_00002-34	8	死に	e59	8	死に	root1	A019n_PN2b_00002-35	22	思う	e62	22	思う	root2	equal
A019n_PN2b_00002-36	5	書い	e63	5	書い	root1	A019n_PN2b_00002-37	16	分から	e65	20	多い	root2	before
A019n_PN2b_00002-37	16	分から	e65	20	多い	root1	A019n_PN2b_00002-38	27	いう	e72	27	いう	root2	contains
A019n_PN2b_00002-38	27	いう	e72	27	いう	root1	A019n_PN2b_00002-39	19	いわ	e75	19	いわ	root2	before
A019n_PN2b_00002-39	19	いわ	e75	19	いわ	root1	A019n_PN2b_00002-40	36	結びつけ	e79	36	結びつけ	root2	after
A019n_PN2b_00002-40	36	結びつけ	e79	36	結びつけ	root1	A019n_PN2b_00002-41	22	行っ	e80	22	行っ	root2	during
A019n_PN2b_00002-41	22	行っ	e80	22	行っ	root1	A019n_PN2b_00002-42	21	いう	e83	21	いう	root2	contains
