event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A020n_PN2c_00002-2	38	聞く	e3	38	聞く	root1	A020n_PN2c_00002-3	36	届ける	e4	36	届ける	root2	before
A020n_PN2c_00002-5	7	おくる	e5	7	おくる	root1	A020n_PN2c_00002-6	37	おくる	e7	37	おくる	root2	before
A020n_PN2c_00002-6	37	おくる	e7	37	おくる	root1	A020n_PN2c_00002-7	37	おくる	e10	37	おくる	root2	before
A020n_PN2c_00002-7	37	おくる	e10	37	おくる	root1	A020n_PN2c_00002-8	22	極めよう	e12	22	極めよう	root2	before
A020n_PN2c_00002-8	22	極めよう	e12	22	極めよう	root1	A020n_PN2c_00002-9	19	提案	e15	20	し	root2	after
A020n_PN2c_00002-9	19	提案	e15	20	し	root1	A020n_PN2c_00002-10	25	おくる	e17	25	おくる	root2	before
A020n_PN2c_00002-14	81	示し	e26	81	示し	root1	A020n_PN2c_00002-15	23	視察	e27	24	し	root2	after
A020n_PN2c_00002-15	23	視察	e27	24	し	root1	A020n_PN2c_00002-16	58	見	e34	58	見	root2	contains
A020n_PN2c_00002-18	50	示し	e42	50	示し	root1	A020n_PN2c_00002-19	42	し	e46	42	し	root2	after
A020n_PN2c_00002-22	32	報じ	e48	32	報じ	root1	A020n_PN2c_00002-23	70	いう	e56	70	いう	root2	equal
A020n_PN2c_00002-23	70	いう	e56	70	いう	root1	A020n_PN2c_00002-24	21	み	e58	21	み	root2	during
A020n_PN2c_00002-27	67	わかっ	e65	67	わかっ	root1	A020n_PN2c_00002-28	24	参加	e66	38	実施	root2	after
A020n_PN2c_00002-28	24	参加	e66	38	実施	root1	A020n_PN2c_00002-29	10	亡くし	e67	27	人	root2	after
A020n_PN2c_00002-29	10	亡くし	e67	27	人	root1	A020n_PN2c_00002-30	25	思っ	e69	29	回答	root2	before
A020n_PN2c_00002-30	25	思っ	e69	29	回答	root1	A020n_PN2c_00002-31	76	浮かん	e76	76	浮かん	root2	before
