event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A029n_PN4g_00002-8	6	開設	e6	19	区	root1	A029n_PN4g_00002-9	30	語る	e8	30	語る	root2	contains
A029n_PN4g_00002-11	5	聴い	e15	10	一番	root1	A029n_PN4g_00002-12	15	なる	e17	15	なる	root2	after
A029n_PN4g_00002-13	21	出かける	e21	21	出かける	root1	A029n_PN4g_00002-14	17	ある	e25	17	ある	root2	during
A029n_PN4g_00002-14	17	ある	e25	17	ある	root1	A029n_PN4g_00002-15	18	作っ	e27	35	意見	root2	during
A029n_PN4g_00002-15	18	作っ	e27	35	意見	root1	A029n_PN4g_00002-16	17	残る	e30	17	残る	root2	vague
A029n_PN4g_00002-18	16	感じ	e34	16	感じ	root1	A029n_PN4g_00002-19	29	驚い	e37	29	驚い	root2	after
A029n_PN4g_00002-19	29	驚い	e37	29	驚い	root1	A029n_PN4g_00002-20	14	聴い	e38	14	聴い	root2	after
A029n_PN4g_00002-20	14	聴い	e38	14	聴い	root1	A029n_PN4g_00002-21	7	言っ	e39	7	言っ	root2	before
A029n_PN4g_00002-21	7	言っ	e39	7	言っ	root1	A029n_PN4g_00002-22	9	売れ	e40	9	売れ	root2	after
A029n_PN4g_00002-25	11	し	e42	11	し	root1	A029n_PN4g_00002-26	7	弾み	e43	20	決定	root2	after
A029n_PN4g_00002-26	7	弾み	e43	20	決定	root1	A029n_PN4g_00002-27	27	ある	e47	27	ある	root2	before
A029n_PN4g_00002-27	27	ある	e47	27	ある	root1	A029n_PN4g_00002-28	7	する	e49	7	する	root2	equal
A029n_PN4g_00002-30	14	置く	e52	17	ない	root1	A029n_PN4g_00002-31	19	開設	e54	20	する	root2	before
A029n_PN4g_00002-31	19	開設	e54	20	する	root1	A029n_PN4g_00002-32	20	ヒット	e55	32	アレンジ	root2	after
A029n_PN4g_00002-32	20	ヒット	e55	32	アレンジ	root1	A029n_PN4g_00002-33	20	歌う	e56	20	歌う	root2	before
A029n_PN4g_00002-33	20	歌う	e56	20	歌う	root1	A029n_PN4g_00002-34	10	レコーディング	e57	12	時代	root2	during
A029n_PN4g_00002-34	10	レコーディング	e57	12	時代	root1	A029n_PN4g_00002-35	17	思う	e61	17	思う	root2	contains
A029n_PN4g_00002-35	17	思う	e61	17	思う	root1	A029n_PN4g_00002-36	7	ない	e63	7	ない	root2	equal
A029n_PN4g_00002-42	6	チェック	e66	19	奥	root1	A029n_PN4g_00002-43	11	歌う	e69	12	ＭＥＬＡ	root2	vague
A029n_PN4g_00002-43	11	歌う	e69	12	ＭＥＬＡ	root1	A029n_PN4g_00002-44	20	お	e70	22	し	root2	before
A029n_PN4g_00002-51	36	開か	e73	36	開か	root1	A029n_PN4g_00002-52	24	なっ	e77	24	なっ	root2	equal
A029n_PN4g_00002-54	41	発足	e82	44	グループ	root1	A029n_PN4g_00002-55	53	込める	e88	57	ら	root2	before
