event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A038n_PN2f_00003-7	7	疑う	e2	13	光景	root1	A038n_PN2f_00003-8	4	開か	e4	15	目	root2	after
A038n_PN2f_00003-8	4	開か	e4	15	目	root1	A038n_PN2f_00003-9	18	切っ	e5	24	目	root2	before
A038n_PN2f_00003-9	18	切っ	e5	24	目	root1	A038n_PN2f_00003-10	6	削っ	e6	6	削っ	root2	before
A038n_PN2f_00003-10	6	削っ	e6	6	削っ	root1	A038n_PN2f_00003-11	10	崩れ落ち	e8	10	崩れ落ち	root2	before
A038n_PN2f_00003-11	10	崩れ落ち	e8	10	崩れ落ち	root1	A038n_PN2f_00003-12	13	甘んじ	e10	17	年	root2	after
A038n_PN2f_00003-12	13	甘んじ	e10	17	年	root1	A038n_PN2f_00003-13	12	迎え	e12	16	とき	root2	before
A038n_PN2f_00003-13	12	迎え	e12	16	とき	root1	A038n_PN2f_00003-14	10	終わっ	e14	10	終わっ	root2	before
A038n_PN2f_00003-14	10	終わっ	e14	10	終わっ	root1	A038n_PN2f_00003-15	22	変化	e19	23	し	root2	before
A038n_PN2f_00003-15	22	変化	e19	23	し	root1	A038n_PN2f_00003-16	14	けり上げ	e23	14	けり上げ	root2	before
A038n_PN2f_00003-16	14	けり上げ	e23	14	けり上げ	root1	A038n_PN2f_00003-17	14	出	e26	14	出	root2	after
A038n_PN2f_00003-17	14	出	e26	14	出	root1	A038n_PN2f_00003-18	35	考え	e30	35	考え	root2	before
A038n_PN2f_00003-18	35	考え	e30	35	考え	root1	A038n_PN2f_00003-19	34	見せつけ	e32	34	見せつけ	root2	after
A038n_PN2f_00003-19	34	見せつけ	e32	34	見せつけ	root1	A038n_PN2f_00003-20	17	出さ	e36	54	あっ	root2	before
A038n_PN2f_00003-20	33	がっかり	e38	54	あっ	root1	A038n_PN2f_00003-20	45	望ん	e41	54	あっ	root2	after
A038n_PN2f_00003-20	45	望ん	e41	54	あっ	root1	A038n_PN2f_00003-20	54	あっ	e42	54	あっ	root2	before
A038n_PN2f_00003-21	10	勝負	e44	19	繰り返し	root1	A038n_PN2f_00003-21	19	繰り返し	e46	19	繰り返し	root2	before
A038n_PN2f_00003-21	19	繰り返し	e46	19	繰り返し	root1	A038n_PN2f_00003-22	19	曇ら	e48	19	曇ら	root2	vague
A038n_PN2f_00003-22	19	曇ら	e48	19	曇ら	root1	A038n_PN2f_00003-23	4	見	e49	9	気持ち	root2	after
A038n_PN2f_00003-25	14	勝つ	e52	17	大切	root1	A038n_PN2f_00003-26	7	敗れ	e55	9	わけ	root2	vague
A038n_PN2f_00003-26	7	敗れ	e55	9	わけ	root1	A038n_PN2f_00003-27	3	呼ぶ	e56	11	幕切れ	root2	before
A038n_PN2f_00003-27	3	呼ぶ	e56	11	幕切れ	root1	A038n_PN2f_00003-28	13	転倒	e59	32	撮影	root2	after
A038n_PN2f_00003-31	46	呼び掛け	e64	46	呼び掛け	root1	A038n_PN2f_00003-32	42	いう	e68	42	いう	root2	before
A038n_PN2f_00003-35	60	開か	e72	60	開か	root1	A038n_PN2f_00003-36	40	予想	e77	41	さ	root2	before
