event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A043n_PN5a_00003-1	8	減る	e1	8	減る	root1	A043n_PN5a_00003-2	4	含め	e2	7	必要	root2	after
A043n_PN5a_00003-2	4	含め	e2	7	必要	root1	A043n_PN5a_00003-3	26	並ん	e6	26	並ん	root2	after
A043n_PN5a_00003-3	26	並ん	e6	26	並ん	root1	A043n_PN5a_00003-4	72	出	e19	72	出	root2	before
A043n_PN5a_00003-8	20	減らす	e21	24	公約	root1	A043n_PN5a_00003-9	24	盛り込ま	e22	24	盛り込ま	root2	after
A043n_PN5a_00003-9	24	盛り込ま	e22	24	盛り込ま	root1	A043n_PN5a_00003-10	14	さ	e25	34	向上	root2	before
A043n_PN5a_00003-10	14	さ	e25	34	向上	root1	A043n_PN5a_00003-11	39	つながる	e29	39	つながる	root2	before
A043n_PN5a_00003-11	39	つながる	e29	39	つながる	root1	A043n_PN5a_00003-12	19	設け	e30	19	設け	root2	after
A043n_PN5a_00003-12	19	設け	e30	19	設け	root1	A043n_PN5a_00003-13	17	見込む	e31	17	見込む	root2	before
A043n_PN5a_00003-17	11	打ち出し	e34	16	庁	root1	A043n_PN5a_00003-18	19	切り替わる	e36	19	切り替わる	root2	during
A043n_PN5a_00003-18	19	切り替わる	e36	19	切り替わる	root1	A043n_PN5a_00003-19	30	する	e40	30	する	root2	before
A043n_PN5a_00003-19	30	する	e40	30	する	root1	A043n_PN5a_00003-20	32	いう	e45	32	いう	root2	after
A043n_PN5a_00003-20	32	いう	e45	32	いう	root1	A043n_PN5a_00003-21	87	減っ	e48	87	減っ	root2	after
A043n_PN5a_00003-24	31	いう	e58	31	いう	root1	A043n_PN5a_00003-25	49	する	e61	49	する	root2	after
A043n_PN5a_00003-26	32	増える	e65	75	する	root1	A043n_PN5a_00003-26	57	ある	e70	75	する	root2	after
A043n_PN5a_00003-26	57	ある	e70	75	する	root1	A043n_PN5a_00003-26	68	実行	e71	75	する	root2	contains
A043n_PN5a_00003-26	68	実行	e71	75	する	root1	A043n_PN5a_00003-26	74	指摘	e72	75	する	root2	equal
A043n_PN5a_00003-26	74	指摘	e72	75	する	root1	A043n_PN5a_00003-27	4	減れ	e73	11	分	root2	before
A043n_PN5a_00003-32	48	み	e83	48	み	root1	A043n_PN5a_00003-33	37	いう	e87	37	いう	root2	before
A043n_PN5a_00003-33	37	いう	e87	37	いう	root1	A043n_PN5a_00003-34	28	期待	e89	42	つ	root2	during
A043n_PN5a_00003-37	6	盛ら	e100	6	盛ら	root1	A043n_PN5a_00003-38	19	ある	e103	19	ある	root2	before
A043n_PN5a_00003-38	19	ある	e103	19	ある	root1	A043n_PN5a_00003-39	5	予定	e104	15	整備	root2	after
A043n_PN5a_00003-39	5	予定	e104	15	整備	root1	A043n_PN5a_00003-40	16	利用	e107	17	する	root2	before
A043n_PN5a_00003-40	16	利用	e107	17	する	root1	A043n_PN5a_00003-41	18	貢献	e109	23	論理	root2	before
A043n_PN5a_00003-41	18	貢献	e109	23	論理	root1	A043n_PN5a_00003-42	46	入れ	e112	46	入れ	root2	after
A043n_PN5a_00003-42	46	入れ	e112	46	入れ	root1	A043n_PN5a_00003-43	63	訴え	e122	63	訴え	root2	before
A043n_PN5a_00003-47	15	浴び	e125	33	多い	root1	A043n_PN5a_00003-48	31	発表	e127	32	し	root2	before
A043n_PN5a_00003-48	31	発表	e127	32	し	root1	A043n_PN5a_00003-49	10	いう	e129	10	いう	root2	before
A043n_PN5a_00003-52	10	あび	e133	46	少なかっ	root1	A043n_PN5a_00003-53	10	役立てよう	e135	31	実施	root2	after
A043n_PN5a_00003-53	10	役立てよう	e135	31	実施	root1	A043n_PN5a_00003-54	10	過ごす	e136	18	最短	root2	before
A043n_PN5a_00003-55	11	いる	e137	21	短かっ	root1	A043n_PN5a_00003-56	12	いる	e139	15	最長	root2	equal
A043n_PN5a_00003-57	35	過ごし	e142	39	記録	root1	A043n_PN5a_00003-58	15	算出	e144	16	し	root2	before
A043n_PN5a_00003-58	15	算出	e144	16	し	root1	A043n_PN5a_00003-59	32	いう	e147	32	いう	root2	before
A043n_PN5a_00003-59	32	いう	e147	32	いう	root1	A043n_PN5a_00003-60	10	悩ま	e149	19	必要	root2	before
A043n_PN5a_00003-60	10	悩ま	e149	19	必要	root1	A043n_PN5a_00003-61	44	訴え	e153	44	訴え	root2	after
