event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A031n_PN5b_00002-10	41	設置	e11	42	し	root1	A031n_PN5b_00002-11	22	流す	e15	22	流す	root2	before
A031n_PN5b_00002-11	22	流す	e15	22	流す	root1	A031n_PN5b_00002-12	11	かすめ	e16	11	かすめ	root2	after
A031n_PN5b_00002-16	14	ある	e22	14	ある	root1	A031n_PN5b_00002-17	10	減っ	e23	13	湾	root2	contains
A031n_PN5b_00002-17	10	減っ	e23	13	湾	root1	A031n_PN5b_00002-18	26	話す	e25	26	話す	root2	before
A031n_PN5b_00002-18	26	話す	e25	26	話す	root1	A031n_PN5b_00002-19	15	茂っ	e27	15	茂っ	root2	after
A031n_PN5b_00002-19	15	茂っ	e27	15	茂っ	root1	A031n_PN5b_00002-20	26	嫌わ	e31	34	つ	root2	before
A031n_PN5b_00002-20	26	嫌わ	e31	34	つ	root1	A031n_PN5b_00002-21	39	撤去	e34	40	し	root2	before
A031n_PN5b_00002-22	33	こらす	e39	33	こらす	root1	A031n_PN5b_00002-23	13	確認	e40	14	さ	root2	during
A031n_PN5b_00002-23	13	確認	e40	14	さ	root1	A031n_PN5b_00002-24	16	休ま	e43	16	休ま	root2	contains
A031n_PN5b_00002-24	16	休ま	e43	16	休ま	root1	A031n_PN5b_00002-25	26	生きる	e48	26	生きる	root2	during
A031n_PN5b_00002-36	27	あっ	e56	27	あっ	root1	A031n_PN5b_00002-37	36	受講	e60	37	し	root2	equal
A031n_PN5b_00002-37	36	受講	e60	37	し	root1	A031n_PN5b_00002-38	45	なっ	e62	53	解説	root2	vague
A031n_PN5b_00002-38	45	なっ	e62	53	解説	root1	A031n_PN5b_00002-39	16	挑戦	e64	17	し	root2	vague
A031n_PN5b_00002-39	16	挑戦	e64	17	し	root1	A031n_PN5b_00002-40	23	提供	e67	24	し	root2	during
