event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A027n_PN3e_00002-4	26	減っ	e2	26	減っ	root1	A027n_PN3e_00002-5	16	健闘	e4	30	類	root2	during
A027n_PN3e_00002-5	16	健闘	e4	30	類	root1	A027n_PN3e_00002-6	35	上っ	e5	35	上っ	root2	contains
A027n_PN3e_00002-6	35	上っ	e5	35	上っ	root1	A027n_PN3e_00002-7	13	うかがえる	e6	13	うかがえる	root2	before
A027n_PN3e_00002-7	13	うかがえる	e6	13	うかがえる	root1	A027n_PN3e_00002-8	4	外さ	e7	4	外さ	root2	vague
A027n_PN3e_00002-10	9	務まり	e8	9	務まり	root1	A027n_PN3e_00002-11	36	説い	e11	36	説い	root2	after
A027n_PN3e_00002-11	36	説い	e11	36	説い	root1	A027n_PN3e_00002-12	17	開い	e15	17	開い	root2	during
A027n_PN3e_00002-12	17	開い	e15	17	開い	root1	A027n_PN3e_00002-13	11	卒業	e17	19	人	root2	contains
A027n_PN3e_00002-13	11	卒業	e17	19	人	root1	A027n_PN3e_00002-14	6	作成	e18	51	講義	root2	after
A027n_PN3e_00002-14	6	作成	e18	51	講義	root1	A027n_PN3e_00002-15	8	込め	e19	15	方	root2	before
A027n_PN3e_00002-15	8	込め	e19	15	方	root1	A027n_PN3e_00002-16	16	説明	e23	17	し	root2	equal
A027n_PN3e_00002-16	16	説明	e23	17	し	root1	A027n_PN3e_00002-17	40	送っ	e28	40	送っ	root2	equal
A027n_PN3e_00002-17	40	送っ	e28	40	送っ	root1	A027n_PN3e_00002-18	5	写す	e29	5	写す	root2	vague
A027n_PN3e_00002-21	37	発表	e33	38	し	root1	A027n_PN3e_00002-22	34	選ば	e34	34	選ば	root2	after
A027n_PN3e_00002-24	31	包ま	e39	39	的	root1	A027n_PN3e_00002-25	33	評価	e46	34	し	root2	before
A027n_PN3e_00002-28	30	始め	e50	30	始め	root1	A027n_PN3e_00002-29	29	作っ	e55	29	作っ	root2	after
A027n_PN3e_00002-29	29	作っ	e55	29	作っ	root1	A027n_PN3e_00002-30	15	し	e58	15	し	root2	contains
A027n_PN3e_00002-30	15	し	e58	15	し	root1	A027n_PN3e_00002-31	32	掲載	e60	39	内容	root2	vague
A027n_PN3e_00002-31	32	掲載	e60	39	内容	root1	A027n_PN3e_00002-32	28	配る	e63	28	配る	root2	before
