event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A050n_PN2b_00004-2	3	認める	e1	3	認める	root1	A050n_PN2b_00004-3	5	合意	e2	6	でき	root2	vague
A050n_PN2b_00004-5	51	閉幕	e7	52	し	root1	A050n_PN2b_00004-6	11	続行	e8	14	見込み	root2	before
A050n_PN2b_00004-6	11	続行	e8	14	見込み	root1	A050n_PN2b_00004-7	67	認め	e11	67	認め	root2	after
A050n_PN2b_00004-7	67	認め	e11	67	認め	root1	A050n_PN2b_00004-8	36	いう	e16	36	いう	root2	after
A050n_PN2b_00004-8	36	いう	e16	36	いう	root1	A050n_PN2b_00004-9	49	出し	e19	49	出し	root2	after
A050n_PN2b_00004-9	49	出し	e19	49	出し	root1	A050n_PN2b_00004-10	22	宣言	e22	24	内容	root2	equal
A050n_PN2b_00004-10	22	宣言	e22	24	内容	root1	A050n_PN2b_00004-11	50	追い込ま	e29	50	追い込ま	root2	before
A050n_PN2b_00004-11	50	追い込ま	e29	50	追い込ま	root1	A050n_PN2b_00004-12	63	非難	e34	64	し	root2	contains
A050n_PN2b_00004-12	63	非難	e34	64	し	root1	A050n_PN2b_00004-13	16	整える	e36	26	ロイター	root2	after
A050n_PN2b_00004-18	66	し	e43	66	し	root1	A050n_PN2b_00004-19	29	帰国	e46	30	し	root2	after
A050n_PN2b_00004-19	29	帰国	e46	30	し	root1	A050n_PN2b_00004-20	21	訪問	e47	22	する	root2	before
A050n_PN2b_00004-20	21	訪問	e47	22	する	root1	A050n_PN2b_00004-21	21	話し合う	e48	21	話し合う	root2	contains
A050n_PN2b_00004-26	64	閉幕	e54	65	し	root1	A050n_PN2b_00004-27	39	約束	e59	40	し	root2	after
A050n_PN2b_00004-30	28	再	e61	32	形	root1	A050n_PN2b_00004-31	16	明記	e63	17	し	root2	equal
A050n_PN2b_00004-31	16	明記	e63	17	し	root1	A050n_PN2b_00004-32	31	促し	e67	31	促し	root2	equal
A050n_PN2b_00004-32	31	促し	e67	31	促し	root1	A050n_PN2b_00004-33	41	なっ	e73	41	なっ	root2	equal
A050n_PN2b_00004-33	41	なっ	e73	41	なっ	root1	A050n_PN2b_00004-34	22	参加	e75	23	し	root2	after
A050n_PN2b_00004-34	22	参加	e75	23	し	root1	A050n_PN2b_00004-35	29	相	e79	30	次い	root2	before
