event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A040n_PN3b_00003-4	40	発表	e2	41	し	root1	A040n_PN3b_00003-5	30	狙う	e4	30	狙う	root2	before
A040n_PN3b_00003-7	26	なっ	e6	26	なっ	root1	A040n_PN3b_00003-8	14	獲得	e7	31	出場	root2	after
A040n_PN3b_00003-8	14	獲得	e7	31	出場	root1	A040n_PN3b_00003-9	33	発表	e8	36	予定	root2	before
A040n_PN3b_00003-14	6	決める	e9	6	決める	root1	A040n_PN3b_00003-15	30	決め	e12	30	決め	root2	identity
A040n_PN3b_00003-15	30	決め	e12	30	決め	root1	A040n_PN3b_00003-16	16	争っ	e14	16	争っ	root2	during
A040n_PN3b_00003-19	33	し	e19	33	し	root1	A040n_PN3b_00003-20	15	ない	e21	29	話し	root2	during
A040n_PN3b_00003-20	15	ない	e21	29	話し	root1	A040n_PN3b_00003-20	23	取っ	e22	29	話し	root2	contains
A040n_PN3b_00003-20	23	取っ	e22	29	話し	root1	A040n_PN3b_00003-20	29	話し	e23	29	話し	root2	before
A040n_PN3b_00003-25	24	始まる	e24	24	始まる	root1	A040n_PN3b_00003-26	27	なっ	e28	27	なっ	root2	after
A040n_PN3b_00003-26	27	なっ	e28	27	なっ	root1	A040n_PN3b_00003-27	43	確かめ	e33	43	確かめ	root2	contains
A040n_PN3b_00003-27	43	確かめ	e33	43	確かめ	root1	A040n_PN3b_00003-28	12	なっ	e35	23	ウッズ	root2	during
A040n_PN3b_00003-29	11	勝ち	e39	32	話し	root1	A040n_PN3b_00003-29	29	思う	e43	32	話し	root2	equal
A040n_PN3b_00003-31	18	続く	e46	26	達成	root1	A040n_PN3b_00003-32	26	かかっ	e52	26	かかっ	root2	after
A040n_PN3b_00003-33	3	おかしい	e53	3	おかしい	root1	A040n_PN3b_00003-34	25	批判	e56	34	発言	root2	during
A040n_PN3b_00003-35	20	問わ	e58	47	答え	root1	A040n_PN3b_00003-35	38	持っ	e59	47	答え	root2	during
A040n_PN3b_00003-35	38	持っ	e59	47	答え	root1	A040n_PN3b_00003-35	47	答え	e60	47	答え	root2	contains
A040n_PN3b_00003-38	61	分かっ	e64	61	分かっ	root1	A040n_PN3b_00003-39	7	要する	e65	8	見込み	root2	before
