event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A044n_PN5b_00003-9	29	実施	e13	30	し	root1	A044n_PN5b_00003-10	26	見直し	e15	26	見直し	root2	equal
A044n_PN5b_00003-10	26	見直し	e15	26	見直し	root1	A044n_PN5b_00003-11	55	減っ	e18	55	減っ	root2	before
A044n_PN5b_00003-11	55	減っ	e18	55	減っ	root1	A044n_PN5b_00003-12	25	説明	e21	26	する	root2	before
A044n_PN5b_00003-12	25	説明	e21	26	する	root1	A044n_PN5b_00003-13	26	批判	e23	27	する	root2	vague
A044n_PN5b_00003-13	26	批判	e23	27	する	root1	A044n_PN5b_00003-14	21	なる	e27	21	なる	root2	before
A044n_PN5b_00003-14	21	なる	e27	21	なる	root1	A044n_PN5b_00003-15	8	ある	e28	19	以内	root2	after
A044n_PN5b_00003-15	8	ある	e28	19	以内	root1	A044n_PN5b_00003-16	21	いう	e32	21	いう	root2	contains
A044n_PN5b_00003-16	21	いう	e32	21	いう	root1	A044n_PN5b_00003-17	8	徹底	e34	21	機関	root2	during
A044n_PN5b_00003-20	30	説明	e44	31	する	root1	A044n_PN5b_00003-21	17	評価	e47	18	する	root2	during
A044n_PN5b_00003-21	17	評価	e47	18	する	root1	A044n_PN5b_00003-22	9	選ぶ	e49	9	選ぶ	root2	after
A044n_PN5b_00003-28	8	かける	e65	9	わけ	root1	A044n_PN5b_00003-29	23	勝つ	e70	24	ため	root2	before
A044n_PN5b_00003-29	23	勝つ	e70	24	ため	root1	A044n_PN5b_00003-30	18	き	e73	18	き	root2	after
A044n_PN5b_00003-35	6	増やし	e80	8	白元	root1	A044n_PN5b_00003-36	24	写す	e83	24	写す	root2	before
A044n_PN5b_00003-36	24	写す	e83	24	写す	root1	A044n_PN5b_00003-37	18	担当	e84	19	し	root2	vague
A044n_PN5b_00003-37	18	担当	e84	19	し	root1	A044n_PN5b_00003-38	10	お	e85	12	ください	root2	before
