event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A016n_PN1e_00002-3	32	表明	e4	33	し	root1	A016n_PN1e_00002-4	37	する	e9	37	する	root2	before
A016n_PN1e_00002-4	37	する	e9	37	する	root1	A016n_PN1e_00002-5	27	答え	e10	27	答え	root2	after
A016n_PN1e_00002-5	27	答え	e10	27	答え	root1	A016n_PN1e_00002-6	21	改め	e13	33	策定	root2	before
A016n_PN1e_00002-6	21	改め	e13	33	策定	root1	A016n_PN1e_00002-7	13	完了	e14	14	する	root2	before
A016n_PN1e_00002-7	13	完了	e14	14	する	root1	A016n_PN1e_00002-8	52	打ち出し	e18	52	打ち出し	root2	after
A016n_PN1e_00002-8	52	打ち出し	e18	52	打ち出し	root1	A016n_PN1e_00002-9	11	さ	e20	11	さ	root2	before
A016n_PN1e_00002-9	11	さ	e20	11	さ	root1	A016n_PN1e_00002-10	29	検討	e22	30	する	root2	before
A016n_PN1e_00002-14	78	示し	e27	78	示し	root1	A016n_PN1e_00002-15	16	答え	e28	16	答え	root2	identity
A016n_PN1e_00002-15	16	答え	e28	16	答え	root1	A016n_PN1e_00002-16	45	協議	e33	55	状況	root2	before
A016n_PN1e_00002-16	45	協議	e33	55	状況	root1	A016n_PN1e_00002-17	29	協議	e36	30	し	root2	after
A016n_PN1e_00002-19	36	固まっ	e39	36	固まっ	root1	A016n_PN1e_00002-20	18	行わ	e40	30	入場	root2	before
A016n_PN1e_00002-20	18	行わ	e40	30	入場	root1	A016n_PN1e_00002-21	29	戻る	e43	30	予定	root2	before
A016n_PN1e_00002-25	46	向かっ	e46	46	向かっ	root1	A016n_PN1e_00002-26	32	実施	e48	33	し	root2	after
A016n_PN1e_00002-26	32	実施	e48	33	し	root1	A016n_PN1e_00002-27	24	延長	e51	25	し	root2	after
A016n_PN1e_00002-27	24	延長	e51	25	し	root1	A016n_PN1e_00002-28	42	乗船	e54	43	し	root2	before
A016n_PN1e_00002-28	42	乗船	e54	43	し	root1	A016n_PN1e_00002-29	55	見せ	e59	55	見せ	root2	after
A016n_PN1e_00002-29	55	見せ	e59	55	見せ	root1	A016n_PN1e_00002-30	20	着く	e60	21	予定	root2	before
A016n_PN1e_00002-30	20	着く	e60	21	予定	root1	A016n_PN1e_00002-31	4	出る	e61	11	日	root2	after
