event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A032n_PN5c_00002-4	3	響く	e1	4	メッセージ	root1	A032n_PN5c_00002-5	23	駆け回る	e6	23	駆け回る	root2	after
A032n_PN5c_00002-5	23	駆け回る	e6	23	駆け回る	root1	A032n_PN5c_00002-6	24	繰り広げ	e8	24	繰り広げ	root2	during
A032n_PN5c_00002-8	25	いう	e13	25	いう	root1	A032n_PN5c_00002-9	10	演出	e14	17	再演	root2	after
A032n_PN5c_00002-10	37	浮き立た	e20	37	浮き立た	root1	A032n_PN5c_00002-11	6	施し	e21	29	風	root2	before
A032n_PN5c_00002-12	27	見せる	e27	27	見せる	root1	A032n_PN5c_00002-13	15	演じ分ける	e28	35	者	root2	during
A032n_PN5c_00002-13	15	演じ分ける	e28	35	者	root1	A032n_PN5c_00002-14	33	乱れ	e34	33	乱れ	root2	contains
A032n_PN5c_00002-17	25	伝える	e49	25	伝える	root1	A032n_PN5c_00002-18	25	響い	e52	25	響い	root2	before
A032n_PN5c_00002-18	25	響い	e52	25	響い	root1	A032n_PN5c_00002-19	21	演じ	e55	41	惜しい	root2	after
A032n_PN5c_00002-28	32	見せる	e64	35	難しい	root1	A032n_PN5c_00002-29	26	なる	e68	26	なる	root2	after
A032n_PN5c_00002-29	26	なる	e68	26	なる	root1	A032n_PN5c_00002-30	9	支え	e71	22	売り物	root2	during
A032n_PN5c_00002-30	9	支え	e71	22	売り物	root1	A032n_PN5c_00002-31	10	裏切ら	e72	12	出来	root2	contains
A032n_PN5c_00002-33	30	なる	e74	30	なる	root1	A032n_PN5c_00002-34	22	迎え	e75	22	迎え	root2	before
A032n_PN5c_00002-37	28	再現	e82	29	し	root1	A032n_PN5c_00002-38	11	無くなっ	e83	15	寂しい	root2	after
A032n_PN5c_00002-38	11	無くなっ	e83	15	寂しい	root1	A032n_PN5c_00002-39	17	つく	e86	17	つく	root2	before
A032n_PN5c_00002-39	17	つく	e86	17	つく	root1	A032n_PN5c_00002-40	8	割り引い	e88	15	面白い	root2	before
A032n_PN5c_00002-40	8	割り引い	e88	15	面白い	root1	A032n_PN5c_00002-41	18	配置	e92	19	さ	root2	during
A032n_PN5c_00002-41	18	配置	e92	19	さ	root1	A032n_PN5c_00002-42	29	体現	e96	30	する	root2	contains
