event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A039n_PN3a_00003-3	18	変わり	e2	18	変わり	root1	A039n_PN3a_00003-4	19	足し	e3	23	払い	root2	after
A039n_PN3a_00003-4	19	足し	e3	23	払い	root1	A039n_PN3a_00003-5	24	占める	e6	24	占める	root2	before
A039n_PN3a_00003-5	24	占める	e6	24	占める	root1	A039n_PN3a_00003-6	26	あり	e9	26	あり	root2	vague
A039n_PN3a_00003-6	26	あり	e9	26	あり	root1	A039n_PN3a_00003-7	6	調べ	e10	6	調べ	root2	after
A039n_PN3a_00003-13	21	記載	e12	29	的	root1	A039n_PN3a_00003-14	24	表記	e14	25	さ	root2	before
A039n_PN3a_00003-14	24	表記	e14	25	さ	root1	A039n_PN3a_00003-15	6	含ま	e15	30	料金	root2	after
A039n_PN3a_00003-15	6	含ま	e15	30	料金	root1	A039n_PN3a_00003-16	10	決まっ	e17	10	決まっ	root2	equal
A039n_PN3a_00003-17	40	設け	e21	40	設け	root1	A039n_PN3a_00003-18	21	導入	e23	22	さ	root2	before
A039n_PN3a_00003-20	34	なる	e28	36	表	root1	A039n_PN3a_00003-21	20	なっ	e33	20	なっ	root2	during
A039n_PN3a_00003-21	20	なっ	e33	20	なっ	root1	A039n_PN3a_00003-22	14	加わり	e34	25	円	root2	contains
A039n_PN3a_00003-22	14	加わり	e34	25	円	root1	A039n_PN3a_00003-23	9	払う	e35	11	所得	root2	before
A039n_PN3a_00003-23	9	払う	e35	11	所得	root1	A039n_PN3a_00003-24	17	違う	e38	17	違う	root2	vague
A039n_PN3a_00003-24	17	違う	e38	17	違う	root1	A039n_PN3a_00003-25	19	かけ	e40	19	かけ	root2	after
A039n_PN3a_00003-25	19	かけ	e40	19	かけ	root1	A039n_PN3a_00003-26	33	なっ	e43	33	なっ	root2	during
A039n_PN3a_00003-26	33	なっ	e43	33	なっ	root1	A039n_PN3a_00003-27	18	言え	e46	19	そう	root2	contains
A039n_PN3a_00003-29	40	なる	e51	40	なる	root1	A039n_PN3a_00003-30	57	出	e63	57	出	root2	before
A039n_PN3a_00003-32	20	入院	e64	23	場合	root1	A039n_PN3a_00003-33	22	なる	e66	25	設定	root2	before
A039n_PN3a_00003-33	22	なる	e66	25	設定	root1	A039n_PN3a_00003-34	34	ある	e69	34	ある	root2	during
A039n_PN3a_00003-41	36	ある	e76	36	ある	root1	A039n_PN3a_00003-42	21	開く	e77	26	調べ	root2	vague
A039n_PN3a_00003-42	21	開く	e77	26	調べ	root1	A039n_PN3a_00003-43	31	なる	e80	31	なる	root2	before
A039n_PN3a_00003-43	31	なる	e80	31	なる	root1	A039n_PN3a_00003-44	37	言う	e85	37	言う	root2	after
A039n_PN3a_00003-45	22	延びる	e89	22	延びる	root1	A039n_PN3a_00003-46	13	あり	e90	19	がち	root2	during
A039n_PN3a_00003-46	13	あり	e90	19	がち	root1	A039n_PN3a_00003-47	17	反論	e96	18	でき	root2	contains
A039n_PN3a_00003-47	17	反論	e96	18	でき	root1	A039n_PN3a_00003-48	24	なかっ	e99	24	なかっ	root2	after
A039n_PN3a_00003-48	24	なかっ	e99	24	なかっ	root1	A039n_PN3a_00003-49	24	いう	e100	24	いう	root2	before
A039n_PN3a_00003-49	24	いう	e100	24	いう	root1	A039n_PN3a_00003-50	3	終われ	e101	5	退院	root2	before
A039n_PN3a_00003-50	3	終われ	e101	5	退院	root1	A039n_PN3a_00003-51	22	想定	e106	23	さ	root2	after
A039n_PN3a_00003-51	22	想定	e106	23	さ	root1	A039n_PN3a_00003-52	15	なり	e109	15	なり	root2	before
A039n_PN3a_00003-52	15	なり	e109	15	なり	root1	A039n_PN3a_00003-53	9	つながる	e110	9	つながる	root2	before
A039n_PN3a_00003-53	9	つながる	e110	9	つながる	root1	A039n_PN3a_00003-54	25	示さ	e111	25	示さ	root2	after
A039n_PN3a_00003-54	25	示さ	e111	25	示さ	root1	A039n_PN3a_00003-55	29	いう	e114	29	いう	root2	before
A039n_PN3a_00003-55	29	いう	e114	29	いう	root1	A039n_PN3a_00003-56	20	言え	e116	20	言え	root2	before
A039n_PN3a_00003-56	20	言え	e116	20	言え	root1	A039n_PN3a_00003-57	23	避け	e120	23	避け	root2	before
A039n_PN3a_00003-59	3	評価	e121	6	必要	root1	A039n_PN3a_00003-60	18	見直す	e124	18	見直す	root2	after
A039n_PN3a_00003-60	18	見直す	e124	18	見直す	root1	A039n_PN3a_00003-61	39	ある	e129	39	ある	root2	equal
A039n_PN3a_00003-61	39	ある	e129	39	ある	root1	A039n_PN3a_00003-62	23	残っ	e132	23	残っ	root2	equal
A039n_PN3a_00003-64	47	なっ	e139	47	なっ	root1	A039n_PN3a_00003-65	13	薄れる	e141	13	薄れる	root2	before
A039n_PN3a_00003-65	13	薄れる	e141	13	薄れる	root1	A039n_PN3a_00003-66	42	話す	e150	42	話す	root2	after
A039n_PN3a_00003-66	42	話す	e150	42	話す	root1	A039n_PN3a_00003-67	16	言及	e152	17	せ	root2	before
A039n_PN3a_00003-67	16	言及	e152	17	せ	root1	A039n_PN3a_00003-68	38	指摘	e157	39	し	root2	after
A039n_PN3a_00003-71	7	なる	e158	30	病院	root1	A039n_PN3a_00003-72	20	予定	e161	28	カ所	root2	after
A039n_PN3a_00003-72	20	予定	e161	28	カ所	root1	A039n_PN3a_00003-73	10	なる	e162	10	なる	root2	before
A039n_PN3a_00003-73	10	なる	e162	10	なる	root1	A039n_PN3a_00003-74	14	実施	e163	15	さ	root2	after
A039n_PN3a_00003-74	14	実施	e163	15	さ	root1	A039n_PN3a_00003-75	34	ある	e168	34	ある	root2	before
