event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A026n_PN3d_00002-5	68	表明	e8	69	し	root1	A026n_PN3d_00002-6	90	言明	e15	91	し	root2	after
A026n_PN3d_00002-7	30	熟達	e16	69	述べ	root1	A026n_PN3d_00002-7	58	見つける	e19	69	述べ	root2	contains
A026n_PN3d_00002-7	58	見つける	e19	69	述べ	root1	A026n_PN3d_00002-7	69	述べ	e20	69	述べ	root2	after
A026n_PN3d_00002-9	50	し	e28	50	し	root1	A026n_PN3d_00002-10	49	記載	e32	56	報道	root2	after
A026n_PN3d_00002-10	49	記載	e32	56	報道	root1	A026n_PN3d_00002-11	14	認め	e33	47	し	root2	before
A026n_PN3d_00002-11	14	認め	e33	47	し	root1	A026n_PN3d_00002-11	25	書い	e35	47	し	root2	after
A026n_PN3d_00002-11	25	書い	e35	47	し	root1	A026n_PN3d_00002-11	39	確信	e36	47	し	root2	after
A026n_PN3d_00002-11	39	確信	e36	47	し	root1	A026n_PN3d_00002-11	46	反論	e37	47	し	root2	before
A026n_PN3d_00002-11	46	反論	e37	47	し	root1	A026n_PN3d_00002-12	80	伝え	e44	80	伝え	root2	after
A026n_PN3d_00002-12	80	伝え	e44	80	伝え	root1	A026n_PN3d_00002-13	70	訴え	e51	70	訴え	root2	before
A026n_PN3d_00002-13	70	訴え	e51	70	訴え	root1	A026n_PN3d_00002-14	65	指摘	e55	66	し	root2	vague
A026n_PN3d_00002-14	65	指摘	e55	66	し	root1	A026n_PN3d_00002-15	64	批判	e61	65	し	root2	vague
A026n_PN3d_00002-15	64	批判	e61	65	し	root1	A026n_PN3d_00002-16	15	訪米	e63	82	示し	root2	after
A026n_PN3d_00002-16	49	崩壊	e64	82	示し	root1	A026n_PN3d_00002-16	82	示し	e68	82	示し	root2	before
A026n_PN3d_00002-16	82	示し	e68	82	示し	root1	A026n_PN3d_00002-17	7	聞く	e69	7	聞く	root2	before
A026n_PN3d_00002-17	7	聞く	e69	7	聞く	root1	A026n_PN3d_00002-18	25	応じ	e70	25	応じ	root2	after
