event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A024n_PN3a_00002-4	64	挙げ	e4	64	挙げ	root1	A024n_PN3a_00002-5	10	かじりつい	e5	10	かじりつい	root2	during
A024n_PN3a_00002-8	16	いう	e12	16	いう	root1	A024n_PN3a_00002-9	43	始め	e15	48	通信	root2	before
A024n_PN3a_00002-10	58	攻撃	e19	89	話し	root1	A024n_PN3a_00002-10	86	分かる	e24	89	話し	root2	before
A024n_PN3a_00002-10	86	分かる	e24	89	話し	root1	A024n_PN3a_00002-10	89	話し	e25	89	話し	root2	before
A024n_PN3a_00002-10	89	話し	e25	89	話し	root1	A024n_PN3a_00002-11	58	訴え	e28	58	訴え	root2	before
A024n_PN3a_00002-11	58	訴え	e28	58	訴え	root1	A024n_PN3a_00002-12	22	立つ	e31	22	立つ	root2	during
A024n_PN3a_00002-14	31	終わっ	e34	52	述べ	root1	A024n_PN3a_00002-14	49	ある	e37	52	述べ	root2	equal
A024n_PN3a_00002-14	49	ある	e37	52	述べ	root1	A024n_PN3a_00002-14	52	述べ	e38	52	述べ	root2	contains
A024n_PN3a_00002-14	52	述べ	e38	52	述べ	root1	A024n_PN3a_00002-15	45	負っ	e42	60	発表	root2	before
A024n_PN3a_00002-17	56	断た	e44	100	話し	root1	A024n_PN3a_00002-17	66	ない	e45	100	話し	root2	equal
A024n_PN3a_00002-17	66	ない	e45	100	話し	root1	A024n_PN3a_00002-17	95	向かう	e49	100	話し	root2	before
A024n_PN3a_00002-17	95	向かう	e49	100	話し	root1	A024n_PN3a_00002-17	100	話し	e50	100	話し	root2	after
A024n_PN3a_00002-18	52	ある	e55	59	発表	root1	A024n_PN3a_00002-19	30	いる	e58	94	語っ	root2	during
A024n_PN3a_00002-19	54	帰り	e59	94	語っ	root1	A024n_PN3a_00002-19	80	し	e62	94	語っ	root2	contains
A024n_PN3a_00002-19	80	し	e62	94	語っ	root1	A024n_PN3a_00002-19	88	会える	e63	94	語っ	root2	before
A024n_PN3a_00002-19	88	会える	e63	94	語っ	root1	A024n_PN3a_00002-19	94	語っ	e65	94	語っ	root2	after
A024n_PN3a_00002-19	94	語っ	e65	94	語っ	root1	A024n_PN3a_00002-20	26	訪問	e67	83	語っ	root2	before
A024n_PN3a_00002-20	26	訪問	e67	83	語っ	root1	A024n_PN3a_00002-20	65	み	e70	83	語っ	root2	during
A024n_PN3a_00002-20	65	み	e70	83	語っ	root1	A024n_PN3a_00002-20	76	考え	e73	83	語っ	root2	equal
A024n_PN3a_00002-22	19	乗りつけ	e76	23	もの	root1	A024n_PN3a_00002-23	5	陥落	e78	6	し	root2	before
A024n_PN3a_00002-23	5	陥落	e78	6	し	root1	A024n_PN3a_00002-24	29	形容	e81	30	し	root2	before
A024n_PN3a_00002-24	29	形容	e81	30	し	root1	A024n_PN3a_00002-25	34	壊し	e83	35	始め	root2	before
A024n_PN3a_00002-25	34	壊し	e83	35	始め	root1	A024n_PN3a_00002-26	37	群がる	e86	37	群がる	root2	before
A024n_PN3a_00002-26	37	群がる	e86	37	群がる	root1	A024n_PN3a_00002-27	11	談笑	e89	15	姿	root2	contains
A024n_PN3a_00002-27	11	談笑	e89	15	姿	root1	A024n_PN3a_00002-28	40	演説	e91	41	し	root2	before
A024n_PN3a_00002-28	40	演説	e91	41	し	root1	A024n_PN3a_00002-29	40	報じ	e93	40	報じ	root2	before
A024n_PN3a_00002-29	40	報じ	e93	40	報じ	root1	A024n_PN3a_00002-30	11	否定	e94	12	し	root2	before
A024n_PN3a_00002-30	11	否定	e94	12	し	root1	A024n_PN3a_00002-31	25	倒さ	e95	25	倒さ	root2	before
A024n_PN3a_00002-31	25	倒さ	e95	25	倒さ	root1	A024n_PN3a_00002-32	3	難航	e96	9	手助け	root2	after
A024n_PN3a_00002-32	3	難航	e96	9	手助け	root1	A024n_PN3a_00002-33	19	ぶらさげ	e99	19	ぶらさげ	root2	before
A024n_PN3a_00002-33	19	ぶらさげ	e99	19	ぶらさげ	root1	A024n_PN3a_00002-34	8	上がっ	e100	8	上がっ	root2	before
A024n_PN3a_00002-35	29	見	e102	55	願っ	root1	A024n_PN3a_00002-35	41	終わっ	e103	55	願っ	root2	after
A024n_PN3a_00002-35	41	終わっ	e103	55	願っ	root1	A024n_PN3a_00002-35	55	願っ	e106	55	願っ	root2	before
A024n_PN3a_00002-39	34	行っ	e107	34	行っ	root1	A024n_PN3a_00002-40	68	まとまら	e116	68	まとまら	root2	contains
A024n_PN3a_00002-40	68	まとまら	e116	68	まとまら	root1	A024n_PN3a_00002-41	35	とどまっ	e120	35	とどまっ	root2	before
A024n_PN3a_00002-41	35	とどまっ	e120	35	とどまっ	root1	A024n_PN3a_00002-42	35	訴え	e123	35	訴え	root2	after
A024n_PN3a_00002-42	35	訴え	e123	35	訴え	root1	A024n_PN3a_00002-43	28	反対	e126	29	し	root2	before
A024n_PN3a_00002-43	28	反対	e126	29	し	root1	A024n_PN3a_00002-44	38	とどまっ	e130	38	とどまっ	root2	after
