event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A035n_PN1e_00003-4	10	行っ	e1	10	行っ	root1	A035n_PN1e_00003-5	54	食い込ん	e3	54	食い込ん	root2	contains
A035n_PN1e_00003-5	54	食い込ん	e3	54	食い込ん	root1	A035n_PN1e_00003-6	31	制し	e4	31	制し	root2	vague
A035n_PN1e_00003-10	31	落選	e7	32	し	root1	A035n_PN1e_00003-11	21	なっ	e8	21	なっ	root2	vague
A035n_PN1e_00003-17	14	き	e13	14	き	root1	A035n_PN1e_00003-18	10	入っ	e14	32	入り	root2	after
A035n_PN1e_00003-18	10	入っ	e14	32	入り	root1	A035n_PN1e_00003-19	14	ともる	e16	24	し	root2	before
A035n_PN1e_00003-24	6	覆し	e21	18	力	root1	A035n_PN1e_00003-25	25	絞っ	e24	27	練習	root2	after
A035n_PN1e_00003-25	25	絞っ	e24	27	練習	root1	A035n_PN1e_00003-26	33	終わっ	e31	33	終わっ	root2	before
A035n_PN1e_00003-26	33	終わっ	e31	33	終わっ	root1	A035n_PN1e_00003-27	24	考え	e33	24	考え	root2	during
A035n_PN1e_00003-27	24	考え	e33	24	考え	root1	A035n_PN1e_00003-28	32	いう	e37	32	いう	root2	contains
A035n_PN1e_00003-28	32	いう	e37	32	いう	root1	A035n_PN1e_00003-29	8	出し	e38	12	結果	root2	after
A035n_PN1e_00003-29	8	出し	e38	12	結果	root1	A035n_PN1e_00003-30	9	狙い	e40	14	満々	root2	before
A035n_PN1e_00003-36	6	でき	e52	6	でき	root1	A035n_PN1e_00003-37	22	臨ん	e55	22	臨ん	root2	after
A035n_PN1e_00003-37	22	臨ん	e55	22	臨ん	root1	A035n_PN1e_00003-38	22	上回れ	e57	36	ポツリ	root2	before
A035n_PN1e_00003-38	22	上回れ	e57	36	ポツリ	root1	A035n_PN1e_00003-39	15	誓っ	e60	15	誓っ	root2	before
A035n_PN1e_00003-42	20	ほころん	e63	20	ほころん	root1	A035n_PN1e_00003-43	7	行わ	e64	14	覇者	root2	after
A035n_PN1e_00003-49	39	残れ	e73	39	残れ	root1	A035n_PN1e_00003-50	37	話し	e80	37	話し	root2	before
A035n_PN1e_00003-50	37	話し	e80	37	話し	root1	A035n_PN1e_00003-51	37	外し	e84	37	外し	root2	after
A035n_PN1e_00003-51	37	外し	e84	37	外し	root1	A035n_PN1e_00003-52	6	出場	e85	10	ハイ	root2	during
A035n_PN1e_00003-52	6	出場	e85	10	ハイ	root1	A035n_PN1e_00003-53	8	応援	e87	20	おかげ	root2	during
A035n_PN1e_00003-53	8	応援	e87	20	おかげ	root1	A035n_PN1e_00003-54	1	感謝	e88	2	し	root2	before
A035n_PN1e_00003-57	21	雪辱	e90	22	し	root1	A035n_PN1e_00003-58	18	決める	e91	21	勝利	root2	equal
A035n_PN1e_00003-60	7	争う	e94	8	展開	root1	A035n_PN1e_00003-61	26	思っ	e97	40	ミス	root2	contains
A035n_PN1e_00003-61	26	思っ	e97	40	ミス	root1	A035n_PN1e_00003-62	9	決め	e100	9	決め	root2	before
A035n_PN1e_00003-62	9	決め	e100	9	決め	root1	A035n_PN1e_00003-63	18	意気	e104	19	込ん	root2	before
A035n_PN1e_00003-68	3	つなぎ	e106	9	ペア	root1	A035n_PN1e_00003-69	20	見せ	e109	20	見せ	root2	before
A035n_PN1e_00003-69	20	見せ	e109	20	見せ	root1	A035n_PN1e_00003-70	44	張っ	e114	44	張っ	root2	before
A035n_PN1e_00003-70	44	張っ	e114	44	張っ	root1	A035n_PN1e_00003-71	16	戦い	e115	17	抜い	root2	after
A035n_PN1e_00003-71	16	戦い	e115	17	抜い	root1	A035n_PN1e_00003-72	43	握っ	e123	43	握っ	root2	contains
A035n_PN1e_00003-72	43	握っ	e123	43	握っ	root1	A035n_PN1e_00003-73	24	でき	e125	24	でき	root2	after
A035n_PN1e_00003-73	24	でき	e125	24	でき	root1	A035n_PN1e_00003-74	37	果たし	e127	37	果たし	root2	before
A035n_PN1e_00003-74	37	果たし	e127	37	果たし	root1	A035n_PN1e_00003-75	12	しかっ	e129	49	残っ	root2	before
A035n_PN1e_00003-75	12	しかっ	e129	49	残っ	root1	A035n_PN1e_00003-75	32	なっ	e132	49	残っ	root2	after
A035n_PN1e_00003-75	32	なっ	e132	49	残っ	root1	A035n_PN1e_00003-75	49	残っ	e135	49	残っ	root2	before
A035n_PN1e_00003-81	27	開幕	e139	28	し	root1	A035n_PN1e_00003-82	31	敗れ	e141	31	敗れ	root2	before
