event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A028n_PN4c_00002-3	7	待っ	e2	7	待っ	root1	A028n_PN4c_00002-4	43	打ち出さ	e6	43	打ち出さ	root2	after
A028n_PN4c_00002-4	43	打ち出さ	e6	43	打ち出さ	root1	A028n_PN4c_00002-5	16	検証	e8	17	し	root2	before
A028n_PN4c_00002-7	41	控除	e11	42	する	root1	A028n_PN4c_00002-8	13	続け	e13	34	計算	root2	during
A028n_PN4c_00002-10	39	減る	e19	39	減る	root1	A028n_PN4c_00002-11	47	なる	e21	47	なる	root2	before
A028n_PN4c_00002-13	23	変わっ	e22	23	変わっ	root1	A028n_PN4c_00002-14	28	比較	e25	29	し	root2	after
A028n_PN4c_00002-16	20	なる	e31	20	なる	root1	A028n_PN4c_00002-17	22	なる	e35	22	なる	root2	vague
A028n_PN4c_00002-17	22	なる	e35	22	なる	root1	A028n_PN4c_00002-18	44	なる	e37	44	なる	root2	equal
A028n_PN4c_00002-20	13	見	e39	13	見	root1	A028n_PN4c_00002-21	65	なる	e42	65	なる	root2	before
A028n_PN4c_00002-25	34	続い	e48	34	続い	root1	A028n_PN4c_00002-26	19	焦る	e51	22	乏しい	root2	contains
A028n_PN4c_00002-26	19	焦る	e51	22	乏しい	root1	A028n_PN4c_00002-27	15	判断	e55	16	し	root2	vague
A028n_PN4c_00002-31	8	購入	e57	36	ある	root1	A028n_PN4c_00002-32	78	打ち出さ	e65	78	打ち出さ	root2	vague
A028n_PN4c_00002-35	29	発売	e67	30	し	root1	A028n_PN4c_00002-36	11	新規	e68	13	できる	root2	starts
