event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A013n_PN1a_00002-6	40	ある	e7	40	ある	root1	A013n_PN1a_00002-7	3	復活	e9	6	学校	root2	contains
A013n_PN1a_00002-7	3	復活	e9	6	学校	root1	A013n_PN1a_00002-8	10	多様	e10	12	し	root2	during
A013n_PN1a_00002-10	26	切り替え	e12	26	切り替え	root1	A013n_PN1a_00002-11	31	いう	e17	31	いう	root2	before
A013n_PN1a_00002-11	31	いう	e17	31	いう	root1	A013n_PN1a_00002-12	10	確保	e18	12	ため	root2	vague
A013n_PN1a_00002-12	10	確保	e18	12	ため	root1	A013n_PN1a_00002-13	7	家庭	e20	19	日	root2	after
A013n_PN1a_00002-13	7	家庭	e20	19	日	root1	A013n_PN1a_00002-14	11	確保	e21	12	できる	root2	before
A013n_PN1a_00002-14	11	確保	e21	12	できる	root1	A013n_PN1a_00002-15	12	なる	e22	32	する	root2	before
A013n_PN1a_00002-15	12	なる	e22	32	する	root1	A013n_PN1a_00002-15	21	し	e24	32	する	root2	during
A013n_PN1a_00002-18	18	選ぶ	e26	18	選ぶ	root1	A013n_PN1a_00002-19	44	話す	e34	44	話す	root2	vague
A013n_PN1a_00002-19	44	話す	e34	44	話す	root1	A013n_PN1a_00002-20	16	いう	e36	16	いう	root2	equal
A013n_PN1a_00002-21	24	置く	e38	24	置く	root1	A013n_PN1a_00002-22	13	い	e41	13	い	root2	contains
A013n_PN1a_00002-22	13	い	e41	13	い	root1	A013n_PN1a_00002-23	19	なる	e44	30	理由	root2	after
A013n_PN1a_00002-23	19	なる	e44	30	理由	root1	A013n_PN1a_00002-24	4	広	e45	8	場合	root2	during
A013n_PN1a_00002-24	4	広	e45	8	場合	root1	A013n_PN1a_00002-25	39	聞く	e51	43	教委	root2	contains
A013n_PN1a_00002-28	20	復活	e55	21	さ	root1	A013n_PN1a_00002-29	29	いう	e61	29	いう	root2	before
A013n_PN1a_00002-30	16	求め	e62	49	いう	root1	A013n_PN1a_00002-30	44	位置	e66	49	いう	root2	contains
A013n_PN1a_00002-30	44	位置	e66	49	いう	root1	A013n_PN1a_00002-30	49	いう	e67	49	いう	root2	before
A013n_PN1a_00002-30	49	いう	e67	49	いう	root1	A013n_PN1a_00002-31	18	実施	e68	19	し	root2	after
A013n_PN1a_00002-31	18	実施	e68	19	し	root1	A013n_PN1a_00002-32	9	もどし	e69	9	もどし	root2	before
A013n_PN1a_00002-32	9	もどし	e69	9	もどし	root1	A013n_PN1a_00002-33	31	説明	e73	32	する	root2	before
A013n_PN1a_00002-35	48	で	e77	48	で	root1	A013n_PN1a_00002-36	48	分析	e85	49	する	root2	before
A013n_PN1a_00002-36	48	分析	e85	49	する	root1	A013n_PN1a_00002-37	22	行わ	e87	22	行わ	root2	during
A013n_PN1a_00002-37	22	行わ	e87	22	行わ	root1	A013n_PN1a_00002-38	27	あっ	e92	34	バラバラ	root2	contains
A013n_PN1a_00002-38	27	あっ	e92	34	バラバラ	root1	A013n_PN1a_00002-39	22	いう	e97	22	いう	root2	contains
A013n_PN1a_00002-43	40	いう	e101	40	いう	root1	A013n_PN1a_00002-44	44	紹介	e103	45	さ	root2	after
A013n_PN1a_00002-44	44	紹介	e103	45	さ	root1	A013n_PN1a_00002-45	23	なっ	e105	23	なっ	root2	after
A013n_PN1a_00002-45	23	なっ	e105	23	なっ	root1	A013n_PN1a_00002-46	28	み	e107	28	み	root2	before
A013n_PN1a_00002-53	24	もらっ	e121	24	もらっ	root1	A013n_PN1a_00002-54	21	なる	e124	24	多い	root2	before
A013n_PN1a_00002-54	21	なる	e124	24	多い	root1	A013n_PN1a_00002-55	13	見せ	e128	13	見せ	root2	equal
A013n_PN1a_00002-55	13	見せ	e128	13	見せ	root1	A013n_PN1a_00002-56	3	ない	e129	3	ない	root2	vague
A013n_PN1a_00002-58	30	受け	e131	30	受け	root1	A013n_PN1a_00002-59	10	ホッと	e133	11	し	root2	before
A013n_PN1a_00002-61	12	上がる	e136	12	上がる	root1	A013n_PN1a_00002-62	7	決め	e137	7	決め	root2	after
A013n_PN1a_00002-62	7	決め	e137	7	決め	root1	A013n_PN1a_00002-63	7	受け	e138	7	受け	root2	before
A013n_PN1a_00002-71	16	通さ	e149	16	通さ	root1	A013n_PN1a_00002-72	15	つかっ	e151	15	つかっ	root2	before
A013n_PN1a_00002-72	15	つかっ	e151	15	つかっ	root1	A013n_PN1a_00002-73	8	募る	e152	11	多い	root2	contains
A013n_PN1a_00002-76	29	変え	e158	29	変え	root1	A013n_PN1a_00002-77	3	絶え	e159	3	絶え	root2	during
A013n_PN1a_00002-79	20	終わる	e163	23	多い	root1	A013n_PN1a_00002-80	7	思える	e166	11	弱	root2	before
A013n_PN1a_00002-80	7	思える	e166	11	弱	root1	A013n_PN1a_00002-81	20	見え	e169	20	見え	root2	vague
A013n_PN1a_00002-81	20	見え	e169	20	見え	root1	A013n_PN1a_00002-82	19	思う	e173	19	思う	root2	contains
A013n_PN1a_00002-91	25	出	e188	25	出	root1	A013n_PN1a_00002-92	24	うかがわ	e191	24	うかがわ	root2	before
A013n_PN1a_00002-92	24	うかがわ	e191	24	うかがわ	root1	A013n_PN1a_00002-93	6	思い浮かべ	e193	35	順	root2	after
