event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A051n_PN2d_00004-3	8	終わら	e1	8	終わら	root1	A051n_PN2d_00004-4	13	続く	e4	14	変化	root2	identity
A051n_PN2d_00004-4	13	続く	e4	14	変化	root1	A051n_PN2d_00004-5	3	ない	e5	3	ない	root2	equal
A051n_PN2d_00004-5	3	ない	e5	3	ない	root1	A051n_PN2d_00004-6	21	語りかけ	e8	21	語りかけ	root2	during
A051n_PN2d_00004-6	21	語りかけ	e8	21	語りかけ	root1	A051n_PN2d_00004-7	19	いう	e10	19	いう	root2	contains
A051n_PN2d_00004-10	12	スタート	e12	13	し	root1	A051n_PN2d_00004-11	35	設置	e15	37	計画	root2	before
A051n_PN2d_00004-11	35	設置	e15	37	計画	root1	A051n_PN2d_00004-12	40	配置	e19	41	する	root2	equal
A051n_PN2d_00004-12	40	配置	e19	41	する	root1	A051n_PN2d_00004-13	9	完成	e21	12	予定	root2	before
A051n_PN2d_00004-13	9	完成	e21	12	予定	root1	A051n_PN2d_00004-14	29	考え	e26	29	考え	root2	after
A051n_PN2d_00004-14	29	考え	e26	29	考え	root1	A051n_PN2d_00004-15	11	考える	e28	11	考える	root2	after
A051n_PN2d_00004-17	6	創作	e29	7	する	root1	A051n_PN2d_00004-18	8	置か	e30	13	必要	root2	before
A051n_PN2d_00004-20	23	作り	e32	23	作り	root1	A051n_PN2d_00004-21	21	設け	e34	21	設け	root2	equal
A051n_PN2d_00004-21	21	設け	e34	21	設け	root1	A051n_PN2d_00004-22	33	始まり	e39	33	始まり	root2	before
A051n_PN2d_00004-22	33	始まり	e39	33	始まり	root1	A051n_PN2d_00004-23	29	考え	e44	29	考え	root2	during
A051n_PN2d_00004-23	29	考え	e44	29	考え	root1	A051n_PN2d_00004-24	4	使う	e45	10	もの	root2	contains
A051n_PN2d_00004-24	4	使う	e45	10	もの	root1	A051n_PN2d_00004-25	37	込め	e50	37	込め	root2	after
A051n_PN2d_00004-27	15	表現	e52	16	し	root1	A051n_PN2d_00004-28	1	使う	e53	6	９	root2	contains
A051n_PN2d_00004-28	1	使う	e53	6	９	root1	A051n_PN2d_00004-29	19	思う	e56	19	思う	root2	after
A051n_PN2d_00004-30	8	言わ	e58	8	言わ	root1	A051n_PN2d_00004-31	18	思う	e62	18	思う	root2	before
A051n_PN2d_00004-31	18	思う	e62	18	思う	root1	A051n_PN2d_00004-32	5	あっ	e64	7	いい	root2	before
A051n_PN2d_00004-35	17	楽しん	e72	17	楽しん	root1	A051n_PN2d_00004-36	16	決まっ	e74	16	決まっ	root2	before
A051n_PN2d_00004-39	21	使っ	e76	27	発表	root1	A051n_PN2d_00004-40	6	受け	e78	6	受け	root2	before
A051n_PN2d_00004-45	2	誘う	e79	5	体験	root1	A051n_PN2d_00004-46	25	出合っ	e81	25	出合っ	root2	after
A051n_PN2d_00004-46	25	出合っ	e81	25	出合っ	root1	A051n_PN2d_00004-47	4	すれ違える	e82	12	トンネル	root2	during
A051n_PN2d_00004-47	4	すれ違える	e82	12	トンネル	root1	A051n_PN2d_00004-48	6	通り抜ける	e86	7	作品	root2	contains
A051n_PN2d_00004-48	6	通り抜ける	e86	7	作品	root1	A051n_PN2d_00004-49	6	浴び	e88	6	浴び	root2	equal
A051n_PN2d_00004-49	6	浴び	e88	6	浴び	root1	A051n_PN2d_00004-50	23	気づい	e93	23	気づい	root2	contains
A051n_PN2d_00004-52	25	ない	e98	25	ない	root1	A051n_PN2d_00004-53	5	はまっ	e99	5	はまっ	root2	before
A051n_PN2d_00004-53	5	はまっ	e99	5	はまっ	root1	A051n_PN2d_00004-54	26	注目	e103	27	さ	root2	before
A051n_PN2d_00004-54	26	注目	e103	27	さ	root1	A051n_PN2d_00004-55	30	解放	e108	34	いう	root2	after
A051n_PN2d_00004-56	13	配置	e112	14	し	root1	A051n_PN2d_00004-57	7	目指そう	e114	7	目指そう	root2	before
A051n_PN2d_00004-57	7	目指そう	e114	7	目指そう	root1	A051n_PN2d_00004-58	8	使う	e115	8	使う	root2	before
A051n_PN2d_00004-58	8	使う	e115	8	使う	root1	A051n_PN2d_00004-59	18	鑑賞	e120	19	できる	root2	before
A051n_PN2d_00004-59	18	鑑賞	e120	19	できる	root1	A051n_PN2d_00004-60	8	写る	e121	8	写る	root2	vague
