event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A008n_PN4a_00001-5	10	集め	e4	15	登場	root1	A008n_PN4a_00001-6	17	出し	e7	17	出し	root2	contains
A008n_PN4a_00001-9	19	フル	e12	21	し	root1	A008n_PN4a_00001-10	24	挑戦	e14	25	し	root2	after
A008n_PN4a_00001-10	24	挑戦	e14	25	し	root1	A008n_PN4a_00001-11	15	作る	e16	21	まろやか	root2	vague
A008n_PN4a_00001-11	15	作る	e16	21	まろやか	root1	A008n_PN4a_00001-12	1	はまっ	e18	1	はまっ	root2	vague
A008n_PN4a_00001-13	14	押す	e21	14	押す	root1	A008n_PN4a_00001-14	27	作り	e27	28	始め	root2	vague
A008n_PN4a_00001-15	10	感心	e29	37	話す	root1	A008n_PN4a_00001-15	32	なり	e32	37	話す	root2	during
A008n_PN4a_00001-15	32	なり	e32	37	話す	root1	A008n_PN4a_00001-15	37	話す	e33	37	話す	root2	contains
A008n_PN4a_00001-15	37	話す	e33	37	話す	root1	A008n_PN4a_00001-16	5	使っ	e34	53	し	root2	during
A008n_PN4a_00001-16	52	活躍	e38	53	し	root1	A008n_PN4a_00001-17	34	寄せ	e42	34	寄せ	root2	contains
A008n_PN4a_00001-17	34	寄せ	e42	34	寄せ	root1	A008n_PN4a_00001-18	26	作れる	e45	26	作れる	root2	during
A008n_PN4a_00001-18	26	作れる	e45	26	作れる	root1	A008n_PN4a_00001-19	13	考え	e48	13	考え	root2	contains
A008n_PN4a_00001-19	13	考え	e48	13	考え	root1	A008n_PN4a_00001-20	57	いう	e54	57	いう	root2	before
A008n_PN4a_00001-21	8	お	e55	30	９	root1	A008n_PN4a_00001-21	18	出し	e56	30	９	root2	vague
A008n_PN4a_00001-21	18	出し	e56	30	９	root1	A008n_PN4a_00001-22	21	開眼	e60	22	し	root2	after
A008n_PN4a_00001-22	21	開眼	e60	22	し	root1	A008n_PN4a_00001-23	12	紹介	e61	13	し	root2	before
A008n_PN4a_00001-24	78	挙げ	e71	78	挙げ	root1	A008n_PN4a_00001-25	7	並べる	e72	10	さん	root2	vague
A008n_PN4a_00001-25	7	並べる	e72	10	さん	root1	A008n_PN4a_00001-26	9	食べ	e74	16	内	root2	vague
A008n_PN4a_00001-26	9	食べ	e74	16	内	root1	A008n_PN4a_00001-27	13	減る	e75	13	減る	root2	vague
A008n_PN4a_00001-27	13	減る	e75	13	減る	root1	A008n_PN4a_00001-28	25	お	e77	32	立場	root2	vague
A008n_PN4a_00001-28	25	お	e77	32	立場	root1	A008n_PN4a_00001-29	21	ある	e80	21	ある	root2	during
A008n_PN4a_00001-29	21	ある	e80	21	ある	root1	A008n_PN4a_00001-30	24	出し	e81	24	出し	root2	contains
A008n_PN4a_00001-31	17	できる	e83	17	できる	root1	A008n_PN4a_00001-32	33	進化	e87	34	し	root2	after
A008n_PN4a_00001-32	33	進化	e87	34	し	root1	A008n_PN4a_00001-33	13	冷蔵	e88	34	さん	root2	before
A008n_PN4a_00001-33	13	冷蔵	e88	34	さん	root1	A008n_PN4a_00001-34	30	取り入れ	e92	30	取り入れ	root2	contains
A008n_PN4a_00001-34	30	取り入れ	e92	30	取り入れ	root1	A008n_PN4a_00001-35	18	選ぶ	e93	37	好評	root2	before
A008n_PN4a_00001-35	18	選ぶ	e93	37	好評	root1	A008n_PN4a_00001-36	23	出し	e96	23	出し	root2	after
A008n_PN4a_00001-36	23	出し	e96	23	出し	root1	A008n_PN4a_00001-37	24	いう	e101	24	いう	root2	before
A008n_PN4a_00001-37	24	いう	e101	24	いう	root1	A008n_PN4a_00001-38	16	活用	e104	24	部	root2	during
A008n_PN4a_00001-38	16	活用	e104	24	部	root1	A008n_PN4a_00001-39	40	いう	e109	40	いう	root2	contains
A008n_PN4a_00001-42	28	聞い	e112	28	聞い	root1	A008n_PN4a_00001-43	18	つつく	e114	18	つつく	root2	before
A008n_PN4a_00001-43	18	つつく	e114	18	つつく	root1	A008n_PN4a_00001-44	11	ふく	e117	11	ふく	root2	before
A008n_PN4a_00001-44	11	ふく	e117	11	ふく	root1	A008n_PN4a_00001-45	11	洗い	e118	17	半分	root2	before
A008n_PN4a_00001-45	11	洗い	e118	17	半分	root1	A008n_PN4a_00001-46	8	切る	e120	8	切る	root2	before
A008n_PN4a_00001-46	8	切る	e120	8	切る	root1	A008n_PN4a_00001-47	36	ふる	e126	36	ふる	root2	before
A008n_PN4a_00001-47	36	ふる	e126	36	ふる	root1	A008n_PN4a_00001-48	31	炊く	e132	31	炊く	root2	before
A008n_PN4a_00001-48	31	炊く	e132	31	炊く	root1	A008n_PN4a_00001-49	17	保温	e136	18	する	root2	before
A008n_PN4a_00001-49	17	保温	e136	18	する	root1	A008n_PN4a_00001-50	9	盛りつける	e139	9	盛りつける	root2	before
