event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A006n_PN3b_00001-6	33	始める	e3	33	始める	root1	A006n_PN3b_00001-7	26	鍛える	e7	26	鍛える	root2	before
A006n_PN3b_00001-12	30	する	e18	30	する	root1	A006n_PN3b_00001-13	12	返す	e21	12	返す	root2	before
A006n_PN3b_00001-15	19	義務	e25	20	付ける	root1	A006n_PN3b_00001-16	33	いう	e29	33	いう	root2	after
A006n_PN3b_00001-16	33	いう	e29	33	いう	root1	A006n_PN3b_00001-17	26	選ば	e30	26	選ば	root2	after
A006n_PN3b_00001-17	26	選ば	e30	26	選ば	root1	A006n_PN3b_00001-18	30	利用	e32	31	する	root2	before
A006n_PN3b_00001-18	30	利用	e32	31	する	root1	A006n_PN3b_00001-19	59	始め	e37	59	始め	root2	after
A006n_PN3b_00001-23	29	乗り出し	e40	29	乗り出し	root1	A006n_PN3b_00001-24	5	適用	e41	6	さ	root2	before
A006n_PN3b_00001-27	25	“	e42	43	コンサート	root1	A006n_PN3b_00001-28	11	告げる	e43	24	涙	root2	contains
A006n_PN3b_00001-28	11	告げる	e43	24	涙	root1	A006n_PN3b_00001-29	32	いう	e47	32	いう	root2	before
A006n_PN3b_00001-29	32	いう	e47	32	いう	root1	A006n_PN3b_00001-30	22	し	e49	22	し	root2	vague
A006n_PN3b_00001-36	82	言い渡し	e55	82	言い渡し	root1	A006n_PN3b_00001-37	22	認め	e57	22	認め	root2	after
A006n_PN3b_00001-37	22	認め	e57	22	認め	root1	A006n_PN3b_00001-38	10	し	e60	15	犯行	root2	after
A006n_PN3b_00001-38	10	し	e60	15	犯行	root1	A006n_PN3b_00001-39	18	し	e64	18	し	root2	before
A006n_PN3b_00001-39	18	し	e64	18	し	root1	A006n_PN3b_00001-40	2	断罪	e65	3	し	root2	before
A006n_PN3b_00001-40	2	断罪	e65	3	し	root1	A006n_PN3b_00001-41	4	上告	e66	6	方針	root2	before
A006n_PN3b_00001-41	4	上告	e66	6	方針	root1	A006n_PN3b_00001-42	47	あげ	e69	47	あげ	root2	after
A006n_PN3b_00001-42	47	あげ	e69	47	あげ	root1	A006n_PN3b_00001-43	93	認め	e76	93	認め	root2	vague
