event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A022n_PN2f_00002-4	4	引き締めろ	e2	4	引き締めろ	root1	A022n_PN2f_00002-5	42	臨む	e5	42	臨む	root2	before
A022n_PN2f_00002-5	42	臨む	e5	42	臨む	root1	A022n_PN2f_00002-6	13	練習	e7	14	し	root2	after
A022n_PN2f_00002-6	13	練習	e7	14	し	root1	A022n_PN2f_00002-7	24	加わっ	e9	24	加わっ	root2	equal
A022n_PN2f_00002-7	24	加わっ	e9	24	加わっ	root1	A022n_PN2f_00002-8	25	欠場	e10	26	する	root2	before
A022n_PN2f_00002-8	25	欠場	e10	26	する	root1	A022n_PN2f_00002-9	9	練習	e11	10	し	root2	after
A022n_PN2f_00002-9	9	練習	e11	10	し	root1	A022n_PN2f_00002-10	54	警戒	e15	55	し	root2	vague
A022n_PN2f_00002-10	54	警戒	e15	55	し	root1	A022n_PN2f_00002-11	23	逃し	e17	23	逃し	root2	after
A022n_PN2f_00002-11	23	逃し	e17	23	逃し	root1	A022n_PN2f_00002-12	9	いえる	e19	9	いえる	root2	before
A022n_PN2f_00002-12	9	いえる	e19	9	いえる	root1	A022n_PN2f_00002-13	10	臨む	e21	24	スタジアム	root2	vague
A022n_PN2f_00002-15	21	見せ	e24	21	見せ	root1	A022n_PN2f_00002-16	5	回す	e25	46	明かし	root2	contains
A022n_PN2f_00002-16	5	回す	e25	46	明かし	root1	A022n_PN2f_00002-16	27	なっ	e30	46	明かし	root2	during
A022n_PN2f_00002-16	27	なっ	e30	46	明かし	root1	A022n_PN2f_00002-16	46	明かし	e33	46	明かし	root2	before
A022n_PN2f_00002-17	10	出	e36	10	出	root1	A022n_PN2f_00002-18	10	出	e37	10	出	root2	during
A022n_PN2f_00002-24	13	迫っ	e45	13	迫っ	root1	A022n_PN2f_00002-25	12	引き締め	e47	12	引き締め	root2	contains
A022n_PN2f_00002-28	23	発表	e49	84	し	root1	A022n_PN2f_00002-28	49	明かさ	e50	84	し	root2	met-by
A022n_PN2f_00002-28	49	明かさ	e50	84	し	root1	A022n_PN2f_00002-28	69	承知	e54	84	し	root2	contains
A022n_PN2f_00002-28	69	承知	e54	84	し	root1	A022n_PN2f_00002-28	83	強調	e55	84	し	root2	after
A022n_PN2f_00002-31	17	残す	e59	74	明かし	root1	A022n_PN2f_00002-31	28	外す	e60	74	明かし	root2	before
A022n_PN2f_00002-31	28	外す	e60	74	明かし	root1	A022n_PN2f_00002-31	51	ある	e62	74	明かし	root2	after
A022n_PN2f_00002-31	51	ある	e62	74	明かし	root1	A022n_PN2f_00002-31	65	決まっ	e64	74	明かし	root2	equal
A022n_PN2f_00002-31	65	決まっ	e64	74	明かし	root1	A022n_PN2f_00002-31	74	明かし	e65	74	明かし	root2	contains
A022n_PN2f_00002-31	74	明かし	e65	74	明かし	root1	A022n_PN2f_00002-32	25	出場	e68	31	明言	root2	before
A022n_PN2f_00002-32	25	出場	e68	31	明言	root1	A022n_PN2f_00002-33	33	消し去る	e74	36	躍起	root2	after
A022n_PN2f_00002-33	33	消し去る	e74	36	躍起	root1	A022n_PN2f_00002-34	11	プレー	e77	12	し	root2	during
A022n_PN2f_00002-34	11	プレー	e77	12	し	root1	A022n_PN2f_00002-35	7	臨ま	e80	7	臨ま	root2	contains
A022n_PN2f_00002-35	7	臨ま	e80	7	臨ま	root1	A022n_PN2f_00002-36	9	引き締め	e83	9	引き締め	root2	after
A022n_PN2f_00002-39	17	過ぎ	e87	17	過ぎ	root1	A022n_PN2f_00002-40	3	得点	e88	24	戦	root2	after
A022n_PN2f_00002-40	3	得点	e88	24	戦	root1	A022n_PN2f_00002-41	26	続い	e90	26	続い	root2	meets
A022n_PN2f_00002-41	26	続い	e90	26	続い	root1	A022n_PN2f_00002-42	38	立たさ	e92	38	立たさ	root2	contains
A022n_PN2f_00002-45	46	あふれ	e102	46	あふれ	root1	A022n_PN2f_00002-46	20	促す	e104	24	力	root2	contains
A022n_PN2f_00002-46	20	促す	e104	24	力	root1	A022n_PN2f_00002-47	5	機能	e105	7	こと	root2	equal
A022n_PN2f_00002-50	14	でき	e109	14	でき	root1	A022n_PN2f_00002-51	33	あっ	e111	33	あっ	root2	vague
A022n_PN2f_00002-51	33	あっ	e111	33	あっ	root1	A022n_PN2f_00002-52	20	望め	e113	20	望め	root2	before
A022n_PN2f_00002-58	25	招集	e119	26	し	root1	A022n_PN2f_00002-59	26	話し	e123	26	話し	root2	before
A022n_PN2f_00002-59	26	話し	e123	26	話し	root1	A022n_PN2f_00002-60	2	同席	e124	9	特長	root2	during
A022n_PN2f_00002-60	2	同席	e124	9	特長	root1	A022n_PN2f_00002-61	11	たけ	e126	11	たけ	root2	during
A022n_PN2f_00002-61	11	たけ	e126	11	たけ	root1	A022n_PN2f_00002-62	5	似	e127	5	似	root2	equal
A022n_PN2f_00002-62	5	似	e127	5	似	root1	A022n_PN2f_00002-63	6	説明	e129	7	し	root2	contains
A022n_PN2f_00002-65	21	続い	e133	21	続い	root1	A022n_PN2f_00002-66	10	出場	e134	16	人	root2	after
A022n_PN2f_00002-66	10	出場	e134	16	人	root1	A022n_PN2f_00002-67	28	話し	e139	28	話し	root2	before
A022n_PN2f_00002-67	28	話し	e139	28	話し	root1	A022n_PN2f_00002-68	9	語る	e140	17	スタジアム	root2	equal
