event1_sent_id	event1_index	event1_word	event1_id	root1_index	root1_word	root1	event2_sent_id	event2_index	event2_word	event2_id	root2_index	root2_word	root2	reltype
A021n_PN2e_00002-5	71	選ば	e5	71	選ば	root1	A021n_PN2e_00002-6	14	贈ら	e6	36	話し	root2	before
A021n_PN2e_00002-6	36	話し	e9	36	話し	root1	A021n_PN2e_00002-7	8	追う	e10	8	追う	root2	vague
A021n_PN2e_00002-10	15	出	e12	15	出	root1	A021n_PN2e_00002-11	16	つくる	e14	16	つくる	root2	before
A021n_PN2e_00002-12	32	みせ	e16	32	みせ	root1	A021n_PN2e_00002-13	15	供与	e18	24	議員	root2	after
A021n_PN2e_00002-13	15	供与	e18	24	議員	root1	A021n_PN2e_00002-14	34	奔走	e21	35	し	root2	vague
A021n_PN2e_00002-14	34	奔走	e21	35	し	root1	A021n_PN2e_00002-15	51	吐か	e27	51	吐か	root2	contains
A021n_PN2e_00002-15	51	吐か	e27	51	吐か	root1	A021n_PN2e_00002-16	39	資金	e29	55	人	root2	after
A021n_PN2e_00002-16	39	資金	e29	55	人	root1	A021n_PN2e_00002-17	12	上る	e31	12	上る	root2	before
A021n_PN2e_00002-22	18	含ま	e37	18	含ま	root1	A021n_PN2e_00002-23	17	い	e38	17	い	root2	equal
A021n_PN2e_00002-25	57	献金	e43	65	個人	root1	A021n_PN2e_00002-26	9	みる	e45	12	強い	root2	before
A021n_PN2e_00002-26	9	みる	e45	12	強い	root1	A021n_PN2e_00002-27	25	達し	e47	25	達し	root2	after
A021n_PN2e_00002-28	13	配っ	e49	13	配っ	root1	A021n_PN2e_00002-29	35	増え	e52	45	人	root2	before
A021n_PN2e_00002-29	35	増え	e52	45	人	root1	A021n_PN2e_00002-30	27	増え	e53	27	増え	root2	equal
A021n_PN2e_00002-31	25	提供	e55	26	し	root1	A021n_PN2e_00002-32	39	配っ	e58	39	配っ	root2	vague
